Q96RS0	Q9UI43
O75962	Q9H7X7
O95342	P13569
O15042	P31942
P04629	P53671
O43739	Q6IQ23
Q13671	Q96DA2
Q92609	Q9P2M4
O15146	P24821
Q13233	Q92747
Q15375	Q6ZN44
Q5T2T1	Q9BY11
P27448	P33981
P11362	P53671
P63165	Q02779
P62993	Q9UNN5
P07948	Q9Y4K4
P29279	Q15011
P36894	Q9UBS5
Q13705	Q9UBS5
P01133	P03372
O15085	O60543
O60674	P29322
O75311	P32297
P34903	P46098
P04629	P54756
O60674	P54760
O14512	Q13094
P42262	Q14957
P08754	Q15811
Q5JSP0	Q6T310
P61086	Q7Z6E9
Q15283	Q86X27
P21359	Q8WXH6
Q14449	Q969H4
P23415	Q9UGM1
O43182	Q9Y272
O95363	P14868
P13196	P34896
P41208	P54132
P04350	P52732
P05162	P17931
P05162	Q3ZCW2
O60880	Q5VZ18
P35241	Q6PIF6
P50479	Q96QZ7
Q5JXB2	Q9H0A6
Q92478	Q9NNX6
O15020	Q15691
P06213	Q13422
Q09472	Q9H254
O94810	Q9NS28
Q15059	Q92830
P20340	Q9NZN5
P61020	Q9NZN5
Q9NRW1	Q9NZN5
Q9NZN5	Q9UL26
P21579	Q13017
O60543	Q99684
O14544	Q14511
Q13243	Q32P51
P84077	Q8N4Z0
Q32P51	Q9H361
O75385	P11362
P01889	P15813
P10321	P15813
P32245	P50406
O14931	Q9NP60
A5PKW4	P56559
P20340	Q9UKW4
A5PKW4	Q9Y272
Q15831	Q9Y6R4
O15111	Q9NYY3
O75437	P52737
P57735	P62820
O75437	Q14585
P52737	Q14585
P61106	Q15907
P05413	Q02410
Q03405	Q08334
P62837	Q9H4P4
O15169	Q13402
P15538	Q16678
P37173	Q96J02
P27694	Q96E14
P25942	Q92835
O14788	Q9BXJ1
P19784	Q13043
P19784	Q13188
Q719H9	Q9H3M0
P22460	Q9NSA2
Q86TI0	Q92738
P62491	Q96GD4
P04637	Q13438
P63010	Q96RU8
Q96C24	Q9Y4H2
P08246	P13500
O60674	Q02750
Q6ZN17	Q8WYQ5
O60469	Q99819
P07332	P34947
P41279	P42681
P50613	P51812
O00141	Q06187
P01033	Q13444
P07332	Q13546
P51692	Q13951
P07949	Q15139
P52333	Q16584
Q6PHR2	Q7RTN6
Q15569	Q8IV63
Q01082	Q8TEW6
P06241	Q8WTQ7
Q15822	Q8WXA8
P27361	Q96L34
Q06187	Q9NR20
P59534	P59539
Q9NYW2	Q9NYW5
P02655	Q9Y4H2
P35968	Q15223
P10275	P31270
O95057	Q99578
Q8IY81	Q9BZE2
P21757	P61916
P08311	Q9NQ25
O75460	P06241
P10911	Q07889
Q13009	Q5JSP0
O60543	Q8WXH0
Q13009	Q96M96
Q70Z35	Q96Q42
Q8TCU6	Q96Q42
O60462	P51805
O95057	Q92963
Q8NI38	Q96RU8
Q9BRJ9	Q9Y4C8
O14827	Q99490
O75037	P43034
P35236	Q15678
P07550	Q9Y279
P07550	P20309
P14653	P35398
P51843	Q96QS3
P42226	Q9BY67
Q15223	Q9BZB8
P05129	Q00532
Q13164	Q13188
O96017	Q13233
O15530	Q13237
P49840	Q13554
Q96BR1	Q9BWU1
P49760	Q9BZL6
Q4LE39	Q86U86
O95382	Q8IVH8
P08567	Q6IS14
Q99719	Q9UN37
O60307	P45984
O60674	P09382
P07996	P20036
P04004	P32004
P61769	Q9Y275
P13501	P42229
O75147	Q92908
P12755	Q15413
P20719	Q16254
P19883	Q92743
P22681	Q9P212
Q8WUA7	Q9ULP9
P07996	Q30154
P20340	Q9P2F6
P43681	Q16553
Q05925	Q9H3D4
O75293	Q9NYL2
O00327	P00533
O60602	P15813
P21728	P27037
P28827	P49767
P19022	Q15742
O60603	Q8NET5
Q16581	Q8NET5
Q15121	Q9BX66
P17787	Q9NR64
O60469	Q9UIW0
Q6DN90	Q9Y2X7
Q92538	Q9Y2X7
Q9Y279	Q9Y616
P31749	P49810
O76039	P08069
O76039	P09619
P08922	P31751
O43583	Q09161
P50570	Q8WY64
P20160	Q9Y6M1
O00499	P61266
P78509	Q15223
P17301	Q92692
O00213	P20336
Q9BZC1	Q9UN86
P35968	Q03405
O75093	Q8WX77
Q14112	Q9UBX5
Q9HCM4	Q9Y5P4
Q9Y490	Q9Y5P4
Q8IWT3	Q9UM13
P00734	P02545
P00742	P31749
P31749	P36894
P00734	Q86YW5
P36894	Q16787
P83110	Q9BYE2
O14511	P06731
P06731	P42081
P06731	Q14896
Q4ZHG4	Q6UWB1
P02751	Q7Z7G0
A1L4K1	Q8N6P7
Q4ZHG4	Q99650
Q8NFH3	Q96J01
P49848	P62875
O14813	P04626
P04626	P37275
O75460	Q13470
Q8WZ42	Q9BUB5
Q8WZ42	Q9HBH9
P07948	P20929
P98175	Q5SZQ8
Q14943	Q6UWB1
Q5JT25	Q8N4G2
P30411	Q8TDS4
P20701	Q8WXG9
P12111	Q8WZ42
P03951	P06681
Q12791	Q9HAP6
Q86YT6	Q92585
Q08043	Q9HCM4
P01225	Q9BXT4
P40938	Q03468
P10144	Q93045
O95835	Q14449
Q13946	Q14123
O43295	Q14155
Q01082	Q15283
Q14449	Q8IZC4
Q13671	Q9NP31
Q8NC01	Q9NZS2
Q8WWN9	Q9UQC2
O75563	Q9Y243
O43283	P07949
O60447	P11233
P22674	P51959
P41002	P51959
P84077	Q15811
Q14C86	Q8IZ41
P49427	Q8TBC4
P55040	Q8WYP3
P01584	Q8WZ75
P42336	Q969T4
P20338	Q96HU1
P08134	Q96HU8
Q96KQ7	Q96T68
Q9UBT2	Q9UMX0
P08519	Q9Y5Q5
Q9UNN5	Q9Y5X1
P59190	P61026
P02461	Q06643
P13611	P15018
P0DMS8	P41143
P0DMS9	P41143
P21917	P46089
P41143	P51677
P41145	P51677
P23759	P54753
Q8NFJ6	Q9H1Y3
Q00722	Q9HAP6
P08311	P48307
O76041	O94813
P11362	P34820
P14416	Q9H1Y3
P20339	Q9HCE7
O95393	Q9HCK4
O95980	Q9UK73
Q14767	Q9UPN9
O75494	P21127
P78317	Q06547
P07996	P56730
Q6V1X1	Q86TI2
P12643	Q9H116
P08833	Q9UQB8
P01116	P50148
P61020	P61106
P15153	Q14344
P61587	Q14344
P40616	Q969Q5
Q13501	Q96AQ7
Q15907	Q99490
Q969Q5	Q99490
Q9H0F7	Q9H0T7
Q9NP90	Q9UPQ3
Q9NVJ2	Q9UPQ3
Q07108	Q13018
O75037	Q86VH2
Q9H329	Q9UKG1
O96017	P51812
Q13163	Q9HCP0
O14936	Q9UKE5
O15530	Q9Y2H9
O00499	Q5JRA6
P27986	Q5JRA6
P42684	Q5JRA6
O14907	O60292
O94887	P61204
P03952	Q8NF86
Q16651	Q8NF86
P03952	Q9BQR3
Q8NF86	Q9BQR3
Q16651	Q9GZN4
P12319	P40199
P12319	Q00888
P06213	Q08629
O60462	Q8TDF5
O60449	Q9BZM4
O60462	Q9UGM3
Q9NYQ8	Q9ULB1
O94813	O95970
P08754	Q5MNZ9
Q15746	Q92956
P01138	P35968
O95931	P29374
P00750	Q13233
P00749	Q99650
O95999	Q9UL46
P19320	P57087
O15530	P42771
P42771	P49840
Q13153	Q13470
Q13404	Q9UQM7
O60902	P35548
O14543	P80192
P28358	Q04743
P31277	Q04743
Q63HQ2	Q9P2S2
O43166	Q6DT37
P00736	P20851
O75888	Q9BY67
P10747	Q9Y275
Q8IYX1	Q92738
P53667	Q9BX66
P02452	P23497
Q12851	Q9H0F7
P01709	P01709
P0CG04	P15814
P32754	P32754
P26447	Q5QJ38
P60903	Q5QJ38
O00154	Q6ZUV0
Q8NHW4	Q8NHW4
Q5QJ38	Q99584
P04275	P08648
P13501	Q8IUD6
P01127	Q16270
Q9BZF9	Q9NS56
O14508	P11362
O96018	P52952
P39748	Q17RS7
P19256	Q6IQ23
Q8TEY7	Q96HC4
P42081	Q9NY15
Q6Q0C0	Q9NYG5
O14827	Q9NZL6
O60383	Q9NR23
O60229	Q96Q42
Q13546	Q9NYV4
P21333	Q9P0L0
O15119	P51805
Q15052	Q99961
Q92882	Q9UNA1
P32004	Q86UX7
Q7RTN6	Q9UKE5
P41240	Q01973
P09038	Q92914
P54756	Q9UQ52
P09529	P31483
O14786	P46934
P11171	Q9H8T0
P41182	Q8NCF5
O75916	P57771
P41240	Q04721
Q8IWV2	Q9HCU4
Q5ZPR3	Q9NRA1
Q13501	Q9NZS9
P01023	P04233
P31371	P55290
O94779	Q12791
P05156	Q86VB7
P26232	Q14CM0
Q8WZ60	Q9GZY6
P04843	Q9H0U3
P37840	Q9NQC3
Q02224	Q9UI95
O00305	Q9Y5N1
Q9C0D6	Q9Y613
P68133	Q8NHR9
P62820	Q8WZA2
P09417	P37058
P15153	Q9UNH7
Q86YS6	Q8IXI2
O95057	Q8IZ41
Q15382	Q8IZ41
P53680	Q9UPM8
Q15286	Q96KP1
O75154	Q9H0T7
P07550	P14416
P35462	P41143
O95944	P42081
P15056	Q01973
O15204	Q13444
O95136	Q15077
P13727	Q8NC01
Q13443	Q9H324
P58397	Q9UKJ8
Q9H2U9	Q9UKJ8
O43184	Q9UKQ2
Q13444	Q9UKQ2
Q9BZ11	Q9UKQ2
Q05397	Q9UL54
O00203	P46934
P05162	P47929
O95835	P0CG47
O95835	P0CG48
O95835	P62979
O95835	P62987
A5A3E0	Q9H981
Q6S8J3	Q9H981
Q14155	Q9UFD9
Q86UD7	Q9Y3P9
Q13009	Q8TF72
Q16288	Q9NYL2
O60936	Q9Y239
Q05923	Q9Y6W6
Q9NZQ7	Q9Y6W8
O95319	Q93062
Q92879	Q93062
P52945	Q969G2
P31271	Q99697
Q96BT7	Q9UHX1
P49335	Q9UPW6
Q8TF72	Q9Y2H9
O94813	P43405
Q9NPG4	Q9Y5E1
Q9UN70	Q9Y5E5
P55290	Q9Y5F0
O00294	P41743
P00746	Q9UL52
Q96KP1	Q9UL25
Q5T124	Q9UK80
O95817	P04233
O00482	P24468
P62826	Q9NV70
P01116	Q5TH69
P16949	Q9BQE3
P16949	Q9NY65
P50461	Q9Y5Q5
P14416	Q5NUL3
O75995	Q15052
Q8N157	Q8TE67
O60229	Q8TEC5
O76041	Q8TEC5
O94875	Q96PC5
Q6XZF7	Q96PC5
Q8WUF5	Q9H6S3
O75962	Q9NR46
Q86WN1	Q9P2A4
P07550	P30518
P30989	P41143
P29317	Q9H2W2
Q05086	Q8WVN8
P22001	Q9HB15
P15311	Q12929
Q06587	Q9Y577
O14647	Q13185
P10145	Q14201
O75881	Q16647
Q14184	Q8NB66
O60333	Q9NS87
Q00535	Q9NRW1
P57796	Q15835
P61812	Q08050
Q14623	Q8TER0
P10767	Q92913
O95998	Q92956
P17947	Q92835
P02652	Q96RP3
Q6UW60	Q9NQ38
P41743	P42336
P22694	Q13177
O95398	Q5HYI8
P29992	Q8TEU7
Q8IV61	Q96D21
O14827	Q96HU8
Q07890	Q9BW83
Q13905	Q9NYR9
Q5HYI8	Q9NZL6
Q13637	Q9UIA0
P10827	Q15475
P20338	P84077
P61204	Q12829
P61204	Q969Q5
P84077	Q969Q5
P42081	Q96D42
P84077	Q9UL26
P57729	Q9Y689
O75051	P00734
Q8IXI2	Q8N4Z0
P61106	Q9BPW5
P36894	P49639
Q12802	Q5VST9
P23468	Q15746
P59095	Q9UKL6
Q9NYB9	Q9UI08
P23471	Q9UNI6
P55290	Q14155
P36896	Q9Y219
P54762	Q68G74
P49767	P78423
O94813	Q8IZP0
P04626	P29322
P34925	P36894
O76036	Q01151
Q08345	Q13873
P11362	Q9UKE5
Q76FK4	Q9H6T0
Q86U42	Q9P2K5
P49639	P58304
P52735	Q13625
P51159	Q13795
P49639	Q3C1V8
P36404	Q8N4Z0
Q7Z444	Q8N4Z0
P05362	P13500
O00499	Q86UR5
P16885	Q99612
P30291	P51959
P61587	Q12929
P63096	Q8TC07
Q15052	Q8WYP3
Q8IVI9	Q8WYP3
Q14116	Q8WZ75
O60543	Q96KQ4
Q92752	Q99466
P25942	Q9BZZ2
Q9HA38	Q9UIG0
Q9UQF2	Q9Y2T1
Q8N5H7	Q9H6Q3
P63146	Q9ULT8
P61019	P61225
Q12849	Q86U06
Q12849	Q9H361
P60953	Q9NX57
P61019	Q9NYR9
Q8TAS1	Q9NY43
P04049	Q8IZ41
O60563	Q8IZL9
Q01974	Q9H422
P49748	Q9H845
P55347	Q14774
O00391	Q15084
P26368	Q9BZC1
P53672	Q8WXF5
Q12955	Q7Z6G8
Q6PKX4	Q8N5V2
Q8TER0	Q92752
A8MTJ3	O14921
O94810	P38405
P29992	P49758
P00519	P61956
P10398	P68036
O95716	Q6ZW31
Q14344	Q9NS28
P42680	Q9UIA0
Q86XP1	Q9Y243
P46934	Q9BZF9
P20827	P51805
O15394	P22105
Q5VST9	Q9Y6N7
P02452	P78504
P51957	Q96L34
P16885	P61088
O95711	Q9UIB8
P19256	Q92692
O00468	P14210
P30532	P31644
A8MPY1	P32297
O95264	P32297
A8MPY1	P48167
P47870	Q05901
O15085	Q14644
O15068	Q15283
Q14155	Q15283
P30532	Q16445
P43681	Q16445
Q14155	Q5JS13
O14931	Q7Z6A9
P20340	Q8WWN8
P51149	Q8WWN8
P61587	Q8WWN8
O60260	Q92995
Q92997	Q96HU1
P51151	Q96KC2
Q86X27	Q96PX9
P31749	Q9ULH1
Q9H222	Q9UNQ0
Q5JS13	Q9UPQ3
O75460	Q99986
P60568	Q9GZX6
P25686	Q8WY64
P59542	Q9NYW5
Q9NYW0	Q9NYW5
P59539	Q9NYW7
Q9NYV9	Q9NYW7
Q9NYW5	Q9NYW7
O75344	Q02790
P23284	Q6UX04
O95278	Q9H596
Q8N5M4	Q9UIM3
Q6UX04	Q9UNP9
Q13936	Q9BXU9
P0CW19	Q9BZF9
O43557	P26718
O60610	Q9NP72
Q6PCB7	Q9Y2P4
P00441	P41743
Q92932	Q9Y2R2
O00273	P02549
O95661	P61018
P17081	P61018
P60953	P61018
P61018	Q9Y3L5
Q13796	Q6IQ23
P17947	Q02962
P17947	Q06710
Q4KMG0	Q8IWV2
Q4KMG0	Q92729
Q4KMG0	Q9HCK4
Q4KMG0	Q9P232
Q76G19	Q8TEW8
A1IGU5	P98174
P20337	Q16623
Q8N423	Q99706
P01137	P49765
Q8TF72	Q9BV36
P16109	P16885
P06239	Q13118
P20936	Q9Y219
Q02241	Q2TAC6
O14788	O14896
Q07954	Q15797
P14543	Q63HQ2
P98171	Q92968
O15085	Q96HC4
Q86XP1	Q9UN19
O14641	P10070
A1X283	O94868
O75995	P20936
O75995	Q13387
O95153	Q86WN1
Q12965	Q8N2Y8
Q8IZP0	Q8TF42
O43307	Q96MF2
P15498	Q9BVN2
P05231	P19320
P10070	P24821
P24821	P42229
P28799	P49767
P08648	Q9UHI8
P52333	Q15418
Q12852	Q8N5S9
P16591	Q96KB5
P53667	Q9H5K3
P63165	Q9HB21
Q12852	Q9P286
P05155	Q9Y5Q5
Q07157	Q9Y6N9
O95057	P84085
Q13595	Q15696
Q15907	Q3MIN7
Q07912	Q52WX2
P84085	Q96D21
P52298	Q96I25
P62995	Q9BWF3
Q13873	Q9H2K8
Q96KC2	Q9NYR9
Q15052	Q8IZP0
Q5VST9	Q9NQ75
Q6UXY1	Q9NZM3
P19525	P27361
P08567	Q8WWN9
A0PJE2	Q06136
Q8N4T8	Q8NEX9
P28845	Q9HBH5
P80365	Q9NUI1
Q9BY49	Q9Y394
P51648	Q9H2A2
O95980	P61812
Q13191	Q9BZS1
Q765P7	Q96M96
P13500	Q9HC29
Q58EX2	Q9BWV1
P07306	Q5KU26
P61586	Q969Q5
O00425	Q92519
P49418	Q9UBY8
O95239	P68366
P02751	Q8IWV2
Q05397	Q9UBP5
P55042	P57729
P12755	Q15465
O43541	Q92870
O60543	Q9P1Y5
O43924	P20336
O60229	Q3KR16
P52732	Q96AC6
Q8NI77	Q96AC6
P00519	P54727
O14908	Q13796
P43034	Q5JWF2
P00749	P23946
P03951	P23946
P41220	Q03113
O95319	P61326
Q13009	Q86YS6
Q8IZ41	Q8WZA2
P16591	Q13554
P05112	P07766
O14543	P08047
P00736	P17927
P10071	P19544
P01137	P20783
O00175	P35968
P48788	Q13203
O14931	Q86WK6
Q5MNZ9	Q969Q5
P16144	Q96IF1
O14944	Q9BXN2
O43915	Q9HCK4
P22301	Q9NPG4
P01594	P01764
P01772	P04433
P01619	P12018
P01619	P01764
O43291	P00742
P08754	P40616
P54578	P57075
P51955	Q13188
P31942	Q15434
Q12866	Q8NB16
Q8NB66	Q96PU5
Q15434	Q9H6T0
O60469	Q9P218
Q13332	Q9P218
Q9NQW6	Q9UNA1
Q86WS5	Q9Y5Y6
P35625	Q76LX8
O15169	Q15633
P08579	Q16629
Q8N6W0	Q8WXF0
P84103	Q92879
P62330	Q9NYT0
P63146	P78368
P04626	Q15811
P02776	Q01892
P02775	P10147
P09341	P10147
O43927	P16619
P02775	P16619
P09341	P16619
P10145	P16619
P10147	P19875
P16619	P19875
P10147	P19876
P16619	P19876
P10147	P42830
P16619	P42830
P16619	P55773
P16619	P80075
P10147	P80162
P16619	P80162
P16619	Q16663
P16619	Q99616
P52298	Q9GZY0
P16871	Q9P1W8
Q9NZQ7	Q9Y4K3
A2A2Y4	P35241
O75376	O95271
P07148	P35568
P09038	Q00872
Q96M96	Q9UJU6
O00468	O94813
O95382	P17252
P01112	P19087
O95977	P30411
P33032	P47901
P25089	P51685
Q7L591	Q8TCU6
Q6ZV73	Q99704
Q92974	Q99704
P46094	Q9H244
P33681	Q9HBG7
O75093	P35241
Q9Y5F2	Q9Y6N7
O43541	Q8N8U9
Q9NRH2	Q9UQM7
O94768	Q9Y243
P08912	P23945
P23945	P32239
P01116	P52564
A1IGU5	P62070
P42772	Q99466
P07996	Q15811
P25942	Q9UH65
P08575	P36888
Q12926	Q5SZQ8
Q12926	Q9BZB8
O14786	P98082
P15018	Q16666
Q13322	Q6ZV89
P30559	P32238
P51149	Q8IV61
Q9H082	Q9NZL6
O14543	P48740
Q05513	Q9H2K8
P05362	Q6UXX5
Q13884	Q92997
O60447	Q9H082
O75385	Q14012
P27361	Q8IU85
P11233	Q9UNA1
Q02779	Q15700
Q16629	Q8NFH5
P30086	Q9H2B2
P05543	P30740
P04275	Q6UX15
P15311	Q96NE9
O14795	Q99584
O43639	P31146
P23497	Q9Y5J5
O14757	Q8NG66
O43353	Q9UL46
P04629	P56199
P01137	P07204
O60602	P20701
P20701	Q9NYK1
O75159	Q9Y219
P35125	Q5TC63
Q9BPX5	Q9H254
A1IGU5	Q12829
P14866	Q13242
P20936	Q8WUD1
A1IGU5	Q96E17
P10911	Q9UL25
Q9NZL6	Q9UHV5
O15524	P00749
O15042	P33240
P33240	Q96BT7
P55290	Q92730
P52564	Q9UKE5
P10646	P14210
P42574	Q14774
A5PKW4	Q8WZ64
P01023	Q9NZC2
P15498	Q9Y6C2
P49760	Q5MAI5
P49761	Q5MAI5
P51511	Q7RTY7
Q5MAI5	Q9H2X6
Q5MAI5	Q9H422
Q8IUA0	Q9Y5Q5
P11047	P15692
P10747	P16333
P11047	P28799
P02753	Q9UF11
A1X283	O14492
O14788	O60494
O60543	Q09472
P35241	P63165
P43403	Q9HAZ1
P57075	Q8N5V2
P06239	Q96RF0
O14896	P21781
O43312	Q96M96
Q92823	Q9Y5E7
O60890	Q8TEY7
O75604	Q99759
P54756	Q02763
P40424	Q12837
P43026	Q12849
Q12837	Q15475
O75364	Q8NFW5
P55795	Q8WXA9
P56915	Q9H2C1
P09651	Q9H361
Q969G2	Q9UBC0
P20248	Q9UQ88
Q15475	Q9Y2V3
Q7L0Q8	Q9Y689
P07996	Q15303
P08648	Q9BY67
O14718	Q9H1Y3
P01137	Q9Y6N7
P14416	Q9Y6N7
P49238	Q9Y6N7
A5PKW4	P51159
A8MUH7	O15021
P49796	Q2WGJ9
Q07108	Q8NCF0
P01619	Q9UKI3
O00499	P56945
O14965	Q8WXR4
O75385	Q13177
P51813	Q13873
O15085	Q7Z628
O15034	O75886
O15034	P20936
O75995	P80192
Q86WN1	Q8N2Y8
P00519	Q8TE67
P14317	Q8TE67
P20936	Q8TF42
O75995	Q92783
P19878	Q9BVN2
P42684	Q9BVN2
Q15080	Q9BVN2
P14317	Q9H6S3
P19878	Q9H6S3
Q9BVN2	Q9UKW4
P08648	P11047
P01137	P29466
P20309	Q12791
P02549	Q96QB1
O95361	P10912
P21554	P43115
O60469	Q8TAU0
P19320	Q9UJU2
O75460	O96017
P24385	Q13163
P10415	P41231
O15056	Q01968
Q92823	Q9Y5H0
P26583	P35713
O96028	P51116
O00237	Q9BXU9
O75746	Q9BXU9
Q09472	Q9H2W2
P08631	P17612
P42679	Q13705
Q9H2X6	Q9Y6R4
P48059	Q96JP0
Q96LR5	Q9UNN5
P01112	P83731
Q15465	Q9Y279
P0DP23	Q9UHD9
P0DP24	Q9UHD9
P0DP25	Q9UHD9
P54762	Q99835
O43741	P31749
O60469	P02753
O95977	P01732
P13378	P20264
P26992	P29460
P15036	P46531
P09067	P52954
P00750	P98160
O15266	Q07687
O43365	Q14774
P14651	Q14774
P18075	Q14896
Q03112	Q66K89
P56915	Q8NFW5
Q07912	Q8WYP3
P14921	Q99466
A0FGR9	Q86UR5
Q16623	Q9UHD9
P49796	Q8NEN9
O75970	Q9UDY2
P16389	Q96KE9
P42679	Q9H329
Q9H329	Q9NR46
P08581	P54764
P54760	Q15465
P00749	Q9H2C1
P15918	Q9NPD8
P60903	Q9HCY8
O15530	O43581
O43524	Q01196
P32519	Q86WV1
P38405	Q14416
O15492	P30679
A8MTJ3	P41220
P50222	Q9HCS4
P07948	P54760
P53667	Q15831
O15530	O43293
O43293	P31751
O43293	Q8IU85
P53355	Q96RU8
O43293	Q99570
O43293	Q9H4B4
P15735	Q9NYY3
O43293	Q9P286
O60565	P18075
Q4G148	Q6ZMB0
Q13480	Q96BY6
Q8TCU6	Q96BY6
Q9H8T0	Q9UHD9
P16144	P98161
P40189	Q14324
P19320	Q495A1
P55211	Q8TDF6
P11940	Q4VXU2
Q13310	Q4VXU2
P07108	Q8NC06
Q13310	Q96DU9
P06213	P42771
Q52WX2	Q8N165
O95983	Q9Y6K1
P08709	P17252
O43295	Q8IZP0
O60504	Q9P2A4
P29459	Q9HCY8
Q9BVA1	Q9P2E2
O95264	P02708
O43639	P11161
O75886	P41743
O60504	Q13501
O43602	Q13813
P06213	Q16671
P08069	Q16671
Q14005	Q5TCQ9
Q3MIN7	Q5VV41
Q5JSP0	Q92963
P38405	Q96HU1
Q12829	Q9H0F7
Q96HU1	Q9H0F7
Q3MIN7	Q9NZM3
Q92997	Q9UKS6
Q92963	Q9UKW4
O00273	Q9UQF2
P20936	Q9Y4F1
O75901	Q9Y5X1
P63000	Q9Y4H2
P02675	Q9Y5C1
P07093	Q99574
Q92968	Q9NQC7
O75962	Q9UIA0
Q9BYW2	Q9UKV5
Q8IXA5	Q9Y279
O60504	O60861
O60285	Q15569
P43405	Q8NB16
O43854	Q9HCU4
P49767	Q9UHF1
P01111	Q8IW00
P68543	Q15819
P10721	P51617
P36888	P51617
Q8TER5	Q9Y4F1
Q13393	Q15438
Q9HAC8	Q9UHD9
Q8WUN7	Q9UMX0
Q9HAC8	Q9UMX0
O75553	Q9UNN5
P48436	Q14774
A1KZ92	P41161
P50281	Q13753
P15813	P49767
Q86WV1	Q9HB19
O15020	Q9UHC6
P55290	Q9UMF0
Q9HC56	Q9UMF0
O14776	Q5TCQ9
P20265	P56915
P17948	Q9UBF9
P05156	Q92876
O95813	P19883
P11215	P53708
P49639	P56696
O00468	Q13387
P78310	Q15465
P19875	Q16663
P19876	Q16663
P42830	Q16663
Q15848	Q16787
P09417	P28845
P16152	P37058
P80365	Q13630
P16152	Q6IAN0
P09417	Q6UWP2
O75828	Q99714
P24158	P51512
P46934	Q14839
A6NHL2	Q2KJY2
O43739	Q7Z628
Q7Z628	Q99418
Q13464	Q15375
P01584	P61769
O75369	Q12948
O75369	Q99958
O60674	Q9Y2G2
P01133	P20719
P08047	P23497
P49450	P78317
O14788	P78423
O15455	Q9HC29
P17947	P42229
O60260	P43681
Q13506	Q9NYY1
O60890	Q7Z6J4
P00736	Q92835
P02751	Q9BQ16
P27037	Q9BU40
Q14832	Q5T6X5
P84095	Q8NDX1
P11308	Q06546
P08100	Q14330
Q06546	Q8NA19
P30411	Q99527
P03999	Q9HC97
P46094	Q9HC97
Q13304	Q9HC97
O95238	Q9NZC4
P11308	Q9UKW6
P41212	Q9UKW6
Q13796	Q9Y3R0
O75886	Q12965
P42679	Q9P2A4
O15394	Q05707
Q9BWV1	Q9HCK4
Q8N3Y7	Q99714
Q8N3Y7	Q9BY49
P43405	Q9HAZ1
O00213	Q9H0C8
O75385	Q7KZI7
O75385	Q96L34
Q15831	Q9BZL6
O95382	O95835
P11234	Q8IV61
O75553	Q86YR7
Q13017	Q9NZL6
P11532	P14652
O75888	Q6UWB1
O75044	Q8TE67
Q7Z6B7	Q8TE67
Q7Z6B7	Q96MF2
Q6Q0C0	Q712K3
O15016	Q12830
Q5K651	Q8IXK0
P49703	Q8N8L6
O00214	Q8TCE9
O15034	Q8TEJ3
Q8TEC5	Q8TEJ3
O15016	Q9BXF3
O75970	Q9C0E4
O15016	Q9H0E9
Q9H7E2	Q9HCJ0
Q8WWN8	Q9P1V8
Q9ULX7	Q9Y2D0
Q4VXU2	Q9Y4C8
Q8IZ41	Q9NYN1
P01111	Q8TER5
A5A3E0	P07737
P14317	Q13501
P25098	Q04759
P36896	Q07912
Q9BZR6	Q9Y639
O75618	P08138
P15529	P40189
O60504	P47756
Q15811	Q8N4T4
Q13387	Q8N8U9
P51805	Q96A47
P31751	Q96J02
Q13118	Q9HCE7
O14514	Q9HCU4
P15529	Q9Y2H6
Q9Y2K6	Q9Y2X7
O75385	P53778
Q00722	Q14289
Q8N5V2	Q92529
P09871	Q9Y275
P33778	Q16512
P15813	Q14213
O14966	Q13177
Q13177	Q9BW83
Q13464	Q9NQY0
P52564	Q9H1R3
P09326	P40200
Q14596	Q9BX66
P98172	Q29980
P98172	Q29983
P00750	Q9Y4H2
P21579	Q14289
O14807	P47224
P47224	P49703
P04216	P20916
Q02410	Q07157
P13611	Q15223
P35968	Q8TD46
Q14088	Q96KC2
O15467	P10145
P02790	P10586
Q15075	Q9UKW4
Q9NZ72	Q9Y2I1
P36897	Q01974
Q13813	Q14677
P98174	Q15057
P41743	Q16288
P41743	Q9HBH0
Q14807	Q9UJT0
Q9UIL4	Q9UJT0
Q12926	Q9NWB1
O14727	Q9BWT7
O60563	Q9BWU1
O00144	O60755
P47898	P51677
O75962	Q58EX7
O94887	Q86YR7
Q58EX7	Q86YR7
Q3KR16	Q8IW93
Q02750	Q92918
Q3KR16	Q92974
Q8IW93	Q92974
Q3KR16	Q9NZN5
O60663	Q06587
P30305	Q16690
P00533	Q9UDY8
Q9NQA5	Q9UL62
O95665	P34972
P10721	Q01974
P35590	Q15303
P61073	Q9NPB9
O15020	O75366
O00622	O94769
P02751	P02763
P13726	Q14118
P52594	Q9BQI7
P52951	Q9BRJ9
P51784	Q9H0E7
P33681	Q9UL17
Q15615	Q9GZM6
Q15615	Q9H343
Q8WZ84	Q9Y5P0
O75886	O94885
Q8N157	Q8TE68
O94885	Q8TEC5
O75995	Q8WUF5
Q86WN1	Q8WUF5
Q15011	Q96LJ8
P42680	Q96MF2
Q96PC5	Q9H6S3
P46108	Q9NSI8
Q8TF42	Q9P2A4
P78380	Q86UX7
P08709	P43405
O15350	Q04743
P50570	Q16595
Q5T447	Q9UM13
P45985	Q9NYB9
A2RUC4	Q16665
A6NLC8	O75367
A6NLC8	P04908
A6NLC8	P0C0S8
A6NLC8	P16104
A6NLC8	P20671
A6NLC8	Q16777
Q15544	Q16777
A6NLC8	Q6FI13
