Q12834	Q9BY44
Q15654	Q8ND24
Q15654	Q8IYX8
Q0VD86	Q15654
Q15654	Q6PEX3
Q86VP1	Q99816
Q99816	Q9NR12
Q8N6Y0	Q99816
Q8N0S2	Q99816
Q96CS2	Q99816
Q8IZU0	Q99816
Q12904	Q99598
Q8TDH9	Q99598
Q99598	Q9H257
Q99598	Q9BRK4
Q6P597	Q99598
P49638	Q96DZ9
P02766	Q7Z6G3
P49411	Q15041
P49411	Q96DZ9
P49411	Q8IVP5
P49411	Q8IZU0
Q92993	Q9NNX1
Q8TAP6	Q9NNX1
Q8N5R6	Q9NNX1
O43586	O75386
O75386	Q9HAT0
O75386	Q6NXT1
O75386	P60409
O75386	P60331
O75386	P60370
P29597	Q9BUZ4
P29597	Q6A162
P29597	Q5VWX1
Q06418	Q9Y5K2
Q06418	Q9BYR5
Q06418	Q6A162
P60409	Q06418
P60411	Q06418
P60410	Q06418
P60369	Q06418
P0CG47	Q05086
P0CG47	Q13137
P0CG47	Q9UMX0
P51668	Q9H000
P51668	Q86UW9
P61077	Q96FW1
P61077	Q86UW9
Q15038	Q96LR5
Q96B67	Q96LR5
Q8IZU0	Q96LR5
O75150	P63279
O00635	P63279
O75679	P63279
P63279	Q9UHX1
P63279	Q9Y6X0
P63279	Q04323
P63279	Q9HCK0
P63279	Q53G59
P63279	Q8NEA9
P63279	Q7L4P6
P63279	Q8N3Z6
P63279	Q8WVV9
P63279	Q8WWZ3
P63279	Q719H9
G2XKQ0	P63279
P63279	Q96BR9
Q13404	Q92567
Q13404	Q9UMX0
Q05086	Q9NZD4
Q05086	Q8TDY4
Q05086	Q7Z3C6
Q05086	Q2WGJ6
O14964	P63165
P63165	Q9BUZ4
P63165	Q15916
P63165	Q9Y4B4
P63165	Q9Y620
P63165	Q9HCK0
P63165	Q9H257
P63165	Q96IK5
P63165	Q9BPY3
P63165	Q9BQY4
P63165	Q8TES7
P63165	Q8NDC0
P63165	Q86UW9
P63165	Q8WWZ3
P63165	Q05D60
G2XKQ0	P63165
O75841	Q9BXK5
O75841	Q8N6L0
P55851	P60409
P55851	P60369
P60369	P78381
P11684	Q13049
O60701	O60701
O76003	Q16851
O00526	Q8N6L0
P14927	Q96QU6
P07919	P81408
P07919	Q9Y225
P07919	Q96BM9
P06132	Q96KN1
Q15562	Q15853
Q15853	Q9BRK4
P26640	Q13137
P50552	Q9NYB9
O95684	P50552
P50552	Q9P2A4
P61758	Q8ND90
P61758	Q96S82
P18206	P18206
P18206	Q969V4
O76064	P55072
P55072	Q9H1Y0
O94941	P55072
P55072	Q96HA8
P55072	Q8TBB1
P55072	Q96LK0
P49765	Q53G59
P08670	Q96PV4
P08670	Q2TBE0
P08670	Q8N3L3
P04004	Q9HD26
O94875	P42768
P42768	Q92624
P42768	Q9P2A4
O43516	Q9NSC5
O43516	P53992
O43516	Q9NYB9
O43516	Q14296
O00308	O43516
Q15056	Q8TBB1
Q8IZ63	Q9H3P2
O96014	P60409
O96014	P60411
P19544	Q6A162
P19544	P60410
P19544	P60369
P23025	Q9GZM8
Q13426	Q2TB18
Q13426	Q8IZU0
O14543	P07947
P07947	P51116
P07947	Q9BWW4
P07947	Q9NVV9
P07947	Q9GZT8
P07947	Q6P1W5
P07947	Q8IVP5
P07947	Q96BR9
Q13064	Q15637
Q15637	Q92567
Q15637	Q86WT6
Q15637	Q6PEX3
O43829	P41227
O43829	Q9BXS5
O43829	Q15013
O43829	Q15014
O43829	Q7L775
O43829	Q92993
O43829	Q15287
O43829	Q96T60
O43829	Q99757
O43829	Q9H8Y8
O43829	Q9UIF8
O43829	Q8IVW4
O43829	Q8TBK6
O43829	Q86YD7
O43829	Q9HC52
O43829	Q68E01
O43829	Q9BWG6
O43829	Q17RD7
O43829	Q9H0I2
O43829	Q3B820
O43829	Q8N9N8
O43829	Q96LK0
O43829	Q96JC9
O43829	Q96NC0
O43829	Q8N8B7
Q9BSG1	Q9BZW7
P60409	Q9BSG1
P17036	Q9BUZ4
P17036	Q5JR59
P17036	Q9Y2D8
P17020	Q8IZC7
P17022	Q5I0X7
O76015	P17024
P17024	Q5JR59
O95273	P17024
P17024	Q96JN2
P17024	Q68D86
P17024	Q9BQ66
P17024	Q9BRK4
P17024	Q9BYR5
A1L4K1	P17024
P17024	Q6A162
P17024	P60409
P17024	P60411
P17024	P60370
P17024	P60410
P17024	P60369
P17027	P60369
P17028	Q9Y5A6
P17028	Q86Y13
P17028	Q9Y4C2
P17028	Q9UJV3
P17028	Q96JS3
P17028	Q8TF39
P17028	Q96N95
P17031	Q9HCM9
P17031	Q8WV44
P17031	Q6A162
P17031	P60409
P17031	P60369
P17041	P60372
P17041	P60409
P17041	P60370
P17041	P60410
P17041	P60369
P0DPK4	P17041
P17041	Q7Z3S9
P17029	Q9NX65
Q9NWS9	Q9Y5A6
Q9P0L1	Q9Y5A6
Q96IT1	Q9Y5A6
Q8WV44	Q9Y5A6
Q6A162	Q9Y5A6
P60411	Q9Y5A6
P60370	Q9Y5A6
P60410	Q9Y5A6
P60369	Q9Y5A6
P51814	Q8IZU0
P51814	P60409
P24278	Q15025
P24278	P49903
P24278	Q96GX9
P24278	Q96PN8
P24278	Q9BRK4
P24278	Q96PV4
P24278	Q719H9
Q9BW62	Q9UC07
P60369	Q15937
Q03923	Q8TAP6
O95273	Q15973
Q15973	Q9BZW7
Q15973	Q9BYR5
Q15973	Q8N0S2
Q15973	Q9Y2D8
A1L4K1	Q15973
Q15973	Q6A162
P60409	Q15973
P60411	Q15973
P60331	Q15973
P60410	Q15973
P60369	Q15973
P0DPK4	Q15973
Q15973	Q7Z3S9
O95363	Q13064
Q13064	Q8WWY3
Q13064	Q96IZ5
Q13064	Q96AH0
P82932	Q13064
Q13064	Q9BWG6
Q13064	Q9H5Z6
Q13064	Q96NG3
Q13064	Q9BQ89
Q13064	Q9H0I2
Q13064	Q9BT92
Q13064	Q9BXY8
Q13064	Q9BSW2
P52736	P60409
P52737	Q5JR59
O95273	P52737
P52737	P60369
P52744	Q8WV44
P52744	Q6A162
P52744	P60410
P52744	P60369
P52744	Q96BR9
Q05516	Q9BYV2
Q05516	Q9H788
Q05516	Q6A162
Q9UDY6	Q9UQR1
O76003	Q9UQR1
Q9H8Y8	Q9UQR1
A1L443	Q9UQR1
Q8NHQ1	Q9UQR1
Q05D60	Q9UQR1
P60409	Q12901
P60411	Q12901
P60369	Q12901
O43865	P49910
P49910	Q9UJV3
P49910	Q9NWQ4
P49910	Q6A162
P49910	P60409
P49910	P60369
Q12899	Q9NVV9
O43586	Q9Y473
O43296	Q9Y473
P15622	Q9Y473
P60409	Q9Y473
Q13360	Q5T5U3
Q9GZM8	Q9UJW8
P60409	Q9UJW8
Q16670	Q5VU43
Q16670	Q5JR59
O95273	Q16670
Q16670	Q96JN2
Q16670	Q9BQ66
Q16670	Q8WV44
A1L4K1	Q16670
P60372	Q16670
P60409	Q16670
P60411	Q16670
P60331	Q16670
P60370	Q16670
P60369	Q16670
O15535	Q9H213
O95125	Q6A162
O95125	P60369
Q9NQZ6	Q9UK11
P60409	Q9UK11
Q5JR59	Q9NZL3
Q86WZ6	Q8NHQ1
O95273	Q9UIE0
Q96JN2	Q9UIE0
A1L4K1	Q9UIE0
Q6A162	Q9UIE0
Q5JR59	Q9UNY5
Q96CD2	Q9UNY5
Q8NHW4	Q9BRI3
Q9BRI3	Q9NP84
Q9BRI3	Q9BZ11
Q8N6L0	Q9BRI3
Q58DX5	Q99726
O14910	Q15942
Q15942	Q96HC4
Q15942	Q96BD5
Q15942	Q9NV31
P61236	Q15942
Q15942	Q8WWV3
Q13571	Q96F81
Q13571	Q5T700
Q8WZ55	Q969F0
O75534	Q8IZU0
O75534	Q8IV36
Q13021	Q9NXJ0
Q13021	Q8N6L0
Q13021	Q8N205
Q13021	Q5T700
P13521	Q8WXE1
P51149	P60411
P51149	P60369
P46379	Q9BV68
P46379	Q8IZU0
O95872	Q8ND90
O95872	Q52MB2
O95870	Q86UW9
O95870	Q86VR2
P18615	Q5JR59
P18615	Q2TAC2
O75934	Q13155
Q13155	Q9UBB9
Q13155	Q9NYP9
Q13155	Q7Z6G3
Q13155	Q9H8W4
Q13155	Q9GZM8
Q13155	Q8N5A5
Q12774	Q13137
Q12774	Q9BYV2
Q12774	Q96EW2
Q12774	Q5JST6
Q12874	Q9UDV6
Q86YD7	Q9UDV6
D3DWG5	Q9UDV6
O43639	Q02833
O00330	Q6RW13
P15407	Q02930
P15407	Q9Y5B8
O95273	Q93034
P45974	Q15038
P45974	Q8WW34
O14519	Q96JN2
O14519	Q96HT8
P56279	Q9ULU8
O94967	P56279
P56279	Q6PID6
P56279	P62310
P56279	Q53EZ4
P56279	Q9NRG1
P56279	Q9H257
P56279	Q96Q35
P56279	Q8N3L3
P40222	P56279
Q12980	Q92624
P38432	Q9UJX2
P38432	Q96HC4
P38432	Q9P291
P38432	Q8TBK6
P38432	Q96EX3
Q16600	Q8NHQ1
O15145	P48552
Q02040	Q13137
Q02040	Q9NVV9
Q02040	Q8NHQ1
Q02040	Q6A162
Q15696	Q9H190
Q15696	Q9Y2D8
P98175	Q9NU19
P41227	Q5VU43
P41227	Q13137
P41227	Q9BYM8
P41227	Q92845
P41227	Q6W2J9
P41227	Q9C0F1
P41227	Q6UN15
P41227	Q96QF0
P41227	Q9Y2D8
P41227	P60409
P41227	P60370
P41227	P60369
P11441	Q9BUZ4
P11441	Q96GN5
Q14657	Q6A162
O75419	Q53EZ4
O00144	P60369
P0C0S8	Q92624
P0C0S8	P0DPK4
P0C0S8	Q7Z3S9
P68431	Q8WUP2
Q6RW13	Q99525
O76064	Q9Y6D9
Q9UM82	Q9Y6D9
Q9Y4E8	Q9Y6D9
O76041	Q9Y6D9
Q3ZCW2	Q9Y6D9
Q8TD31	Q9Y6D9
Q9NX65	Q9Y6D9
Q9BW85	Q9Y6D9
Q63HK5	Q9Y6D9
Q96CS2	Q9Y6D9
Q2TBE0	Q9Y6D9
P78356	Q6NT76
O95416	Q69YI7
Q9P286	Q9UBK9
Q6A162	Q9UBK9
P60409	Q9UBK9
P60410	Q9UBK9
P0DPK4	Q9UBK9
Q7Z3S9	Q9UBK9
Q13515	Q9NS73
Q13515	Q8N0S2
O75936	O75936
A0MZ66	O75936
O95980	Q14145
O95980	Q9HCM9
O95980	Q8N6Y0
O95980	Q6A162
O95980	Q86WT6
O95980	Q8WW24
O95980	P0DPK4
O95980	Q7Z3S9
O95810	O95810
O95810	Q9NQ94
Q92698	Q96HA8
O43639	O43639
O43639	O94875
O15372	O43639
O00401	O43639
A7KAX9	O43639
O43597	O43639
O43639	Q14919
O15156	O43639
O43639	Q9P2A4
O43639	Q9NYF3
O43639	Q9H165
O43639	Q5ST30
O43639	Q8IX15
O43639	Q5T8P6
O43639	Q96LA5
O43639	Q9H9H4
O43639	Q8N5R6
O43639	Q5JST6
O43639	Q9BRK4
O43639	Q8TBB1
O43639	Q8WV44
O43639	P86496
A6PVS8	O43639
Q13422	Q92630
Q92630	Q9BQD3
Q92630	Q9BRK4
Q92630	Q96C00
O43379	Q92630
Q13618	Q9H898
O14530	O14901
O14901	Q92624
Q15562	Q5TBC7
O75344	Q96JB5
O75344	Q9BRK4
O75344	Q8IYA8
G2XKQ0	O75344
O94875	O94875
O43281	O94875
A5D8V6	O94875
O94875	Q9H788
O94875	Q8N5M1
O15294	Q6N021
O15294	Q8NDX5
Q9H2G9	Q9H6Z4
Q8NF64	Q9H6Z4
Q8NDC4	Q9H6Z4
P60410	Q9H6Z4
Q13136	Q3B820
P40222	Q13136
Q99569	Q9BRK4
Q8N5M1	Q99569
Q92569	Q9BYV2
Q92569	Q96JM7
A1L4K1	Q92569
Q13303	Q13303
O60861	Q96HA8
O00116	Q9BQQ3
O14791	Q9UJX2
P61968	Q5VU43
P61968	Q13137
P61968	Q93062
O43298	P61968
P61968	Q9UBB9
P61968	Q63ZY3
P61968	Q9Y2J4
P61968	Q2NKX8
P61968	Q8N9N5
P61968	Q68D86
P61968	Q6ISB3
P61968	Q8NF99
P61968	Q6A162
P61968	Q4VCS5
P61968	Q8N8K9
P61968	Q96L14
Q9UFW8	Q9UFW8
O76003	Q9UFW8
Q86V42	Q9UFW8
O43167	Q9H2G9
Q99996	Q9H2G9
Q9H2G9	Q9UK41
Q9H2G9	Q9P0N9
Q9H2G9	Q9Y2J4
Q9BW66	Q9H2G9
Q9H2G9	Q9UMX2
Q9H2G9	Q9UL33
Q14964	Q9H2G9
Q9H2G9	Q9NX63
Q9H2G9	Q9H4E5
Q9H257	Q9H2G9
Q9BWG6	Q9H2G9
Q8N5R6	Q9H2G9
Q8NBS9	Q9H2G9
Q9H2G9	Q9Y3Q8
Q5H9K5	Q9H2G9
Q8N5A5	Q9H2G9
Q9BXY8	Q9H2G9
Q8WUD1	Q9H2G9
Q8TES7	Q9H2G9
Q96NE9	Q9H2G9
Q8NA54	Q9H2G9
Q2WGJ6	Q9H2G9
O14503	O14503
O14503	O75909
O14503	P49842
O14503	Q9Y5V3
O14503	Q14106
O14503	Q93062
O14503	O94955
O14503	Q9NX01
O14503	Q96CS7
O14503	Q86U06
O14503	Q08AM6
O14503	Q9H4E5
O14503	Q8NEA9
O14503	Q5W5X9
O14503	Q9BVI4
O14503	Q9GZZ1
O14503	Q71RC2
O14503	Q6NVV7
O14503	Q8NB12
A1A580	O14503
O14936	Q9H788
O43488	O43488
O75569	Q9NX58
O75569	Q9HA38
O75716	Q96EY1
O75716	Q13137
O43597	O75716
O43734	O75716
O75716	Q9UKT9
O75716	Q5JR59
O75716	O95967
O75716	Q9NRY6
O75716	Q9GZT8
O75716	Q5JXC2
O75716	Q9BQ13
O75716	Q8N5R6
O75716	Q5JST6
O75716	Q96Q35
O75716	Q8IUC0
O75716	Q3V5L5
O75716	Q8IYX7
O75716	Q8HWS3
O75716	Q8IWZ5
O75716	P60409
O75716	P60411
O75716	P60370
O75716	P60410
O75716	P60369
O75716	Q0VD86
O75716	P0DPK4
O75716	Q7Z3S9
O75716	Q6PEX3
O76081	Q02930
O60336	O76081
O76081	Q9NQS3
O76081	Q9UGL9
O76081	Q9BYR5
O76081	Q8WUK0
O76081	Q8NEC5
O76081	Q8TBP0
O76081	Q5TA78
O76081	Q2WGJ6
O76081	Q5T7P3
O76081	Q5TA79
O76081	Q5TA82
O76081	Q5T5B0
O76081	Q6L8G9
O43688	P0DPK4
O43688	Q7Z3S9
O60763	Q99996
O60763	Q9UNI6
O60763	Q9UIA9
O60763	Q8IUZ5
Q9NUL5	Q9ULU8
Q3B820	Q9ULU8
Q7Z3I7	Q9ULU8
Q8IZU0	Q9ULU8
Q6ZVT0	Q9ULU8
Q0P5P2	Q9ULU8
O95671	Q8ND90
O95671	Q6A162
P62952	Q86WV1
Q86WV1	Q9H788
Q86WV1	Q96QH2
Q5T9C2	Q86WV1
O43805	O43805
O43805	Q99757
O43805	Q9P0N9
O43805	Q9HD26
O43805	Q8TBB1
O43805	Q8N8B7
O43597	Q9H2X0
Q9BYQ4	Q9H2X0
Q9BYR5	Q9H2X0
Q8NEC5	Q9H2X0
P60409	Q9H2X0
P60411	Q9H2X0
P60331	Q9H2X0
P60370	Q9H2X0
P60410	Q9H2X0
P60369	Q9H2X0
P0DPK4	Q9H2X0
Q7Z3S9	Q9H2X0
Q9GZT8	Q9UHA4
P63167	Q63ZY3
P63167	Q8NA54
P63167	Q8IYA8
Q14152	Q9UBB9
O15371	Q9NSC5
O15371	Q7L4P6
O15371	Q9BRK4
O75821	Q8IZU0
O15372	Q9NYB9
O15372	O60504
O75379	O95721
O75379	Q9BXK5
O75379	Q8N6L0
O14662	O95183
O14662	Q9H115
O14777	O75558
O75558	Q92993
O75558	O95363
O75558	Q9UJV3
O75558	Q9UKT9
O75558	Q8WWY3
O75558	Q9UL45
O75558	Q9NS73
O75558	Q7L273
O75558	Q8TBK6
O75558	Q9NX04
O75558	Q96HA8
O75558	Q86YD7
O75558	Q96GN5
O75558	Q9H788
O75558	Q9H257
O75558	Q96BZ8
O75558	Q8N5R6
O75558	Q9BQ89
O75558	Q8N6Y0
O75558	Q3B820
O75558	Q8N9N8
O75558	Q96SQ5
O75558	Q17RB8
O75558	Q96CS2
O75558	Q2TBE0
O75558	Q6UXH8
O75558	Q8TAU3
O75558	Q6P597
O75558	Q6NYC8
O75558	Q52MB2
O75558	Q5TZK3
O75558	Q08AF8
O14964	O76015
O76015	P56524
O76015	Q9P0W2
O76003	O76015
O76015	Q9UGN4
O60341	O76015
O76015	Q9Y2J4
O76015	Q86YD7
O76015	Q8IYE0
O76015	Q9BWJ2
O76015	Q9BWG6
O76015	Q9BQ24
O76015	Q0VDD7
O76015	Q8NBS9
O76015	Q8N6Y0
O76015	Q9BXY8
O76015	Q96IX9
O76015	Q96SQ5
O76015	Q3SY84
O76015	Q96CS2
O76015	Q8TAB5
O76015	Q8TAU3
O76015	Q8N3L3
O76015	P40222
O76015	Q8IYX8
O76015	P48668
O76015	Q5XKE5
O76015	Q2WGJ6
Q12891	Q9BYR7
P60369	Q12891
Q9UJX2	Q9UJX2
Q96CV9	Q9UJX2
Q9H8Y8	Q9UJX2
Q15735	Q9UJX2
Q8NDT2	Q9UJX2
Q9UHA3	Q9UJX2
Q9UJX2	Q9Y5R4
Q6BCY4	Q9UJX2
Q9H6U6	Q9UJX2
Q9GZV4	Q9UJX2
Q9HAB3	Q9UJX2
Q9C0F1	Q9UJX2
Q8WXE1	Q9UJX2
Q9BRK4	Q9UJX2
Q9BSW2	Q9UJX2
Q96PV4	Q9UJX2
Q9UJX2	Q9Y2D8
Q8N4L8	Q9UJX2
Q8IZU0	Q9UJX2
Q8NC69	Q9UJX2
Q8NA61	Q9UJX2
Q8IYA8	Q9UJX2
Q0VD86	Q9UJX2
O75459	Q8IZU0
O94818	Q8IZU0
O95219	Q15041
O60493	Q15041
Q9UBT7	Q9Y6N9
Q0VDD7	Q9UBT7
Q8IUD6	Q9UBT7
Q8NA61	Q9UBT7
P78560	Q7L273
P78560	Q8NEU8
P78560	Q9BYV2
P78560	Q8N3I7
Q13444	Q93062
P37198	Q13444
Q13444	Q8N9N5
P60369	Q04900
P0DPK4	Q04900
Q04900	Q7Z3S9
O95407	P60411
O95407	P60369
O00161	O00161
O00161	O95183
O00161	Q9H115
O15389	Q08AM6
O00757	O00757
O95171	Q13287
O95171	P51116
O95171	Q5JR59
O95171	Q9BZW7
Q15041	Q9P2R7
Q6RW13	Q9P2R7
Q96DZ9	Q9P2R7
Q8IZU0	Q9P2R7
O14777	O75909
O75909	Q9BRK4
O14910	Q8IZU0
O14910	P0DPK4
O14910	Q7Z3S9
P46940	Q9NR12
Q15714	Q96HA8
Q15078	Q5JR59
Q15078	Q9UL45
Q15078	Q6A162
P60369	Q15078
P0DPK4	Q15078
Q15078	Q7Z3S9
O43150	Q96B97
Q86U70	Q9BWW4
Q86U70	Q9UPM6
Q68G74	Q86U70
Q93062	Q9ULZ1
Q15884	Q86VP1
Q15038	Q86VP1
P60981	Q86VP1
Q86VP1	Q9Y6C2
Q86VP1	Q9NP72
Q86VP1	Q92567
Q86VP1	Q9P0U4
Q86VP1	Q9NWW6
Q86VP1	Q8TAP4
Q86VP1	Q9NS91
Q63HK5	Q86VP1
Q86VP1	Q9Y3B7
Q86VP1	Q96KP6
Q494U1	Q86VP1
P83436	Q86VP1
Q86VP1	Q96EL3
Q2TBE0	Q86VP1
P49770	Q96HT8
P49770	Q96LT7
P41223	Q7L4P6
P41223	P60409
P41223	P60369
O75843	Q9BS16
Q86Y13	Q9BXS5
Q15025	Q9BXS5
Q13422	Q9BXS5
Q96C92	Q9BXS5
O43298	Q9BXS5
Q8NCP5	Q9BXS5
Q96ED9	Q9BXS5
Q9BRK4	Q9BXS5
Q96PV4	Q9BXS5
Q9BXS5	Q9Y2D8
Q6A162	Q9BXS5
Q8IZU0	Q9BXS5
Q8IYX8	Q9BXS5
P60409	Q9BXS5
P60369	Q9BXS5
A6ZKI3	Q86TG7
O15255	Q86TG7
O14966	O95751
O14966	Q9H6J7
O14966	Q8N7W2
Q15642	Q92558
Q8IY31	Q92558
O95985	Q9UL42
O95985	Q9UJV3
O95985	Q6UY14
O95985	Q8WV44
O95985	Q9Y2D8
O95985	Q7Z698
O00401	O76064
O00401	O15145
O00401	Q9H4E5
O60568	Q5JST6
O60568	Q96QF0
O95210	Q8N6L0
Q15573	Q6ZUT1
O14543	Q8N8K9
O95833	Q5JST6
O76064	Q9UL42
O43251	O76064
O76064	Q9UH03
O76064	Q8IX15
O76064	Q9BSE2
Q8TBC4	Q8TBC4
Q8TBC4	Q96FN4
O14981	Q9NQM4
O43586	O43684
O43586	Q9Y4Z0
O43586	Q8WWY3
O43586	Q86YD7
O43586	Q96B02
O43586	Q9Y5E9
O43586	Q9H788
O43586	Q96ME1
O43586	Q9Y228
O43586	Q14D33
O75928	O75928
O75928	O96006
O75928	O95273
O75928	Q8TD31
O75928	Q969E8
O75928	Q96HD9
G2XKQ0	O75928
O75928	Q96BR9
P56748	Q8N6L0
P56748	Q8N205
P57739	P60369
P0DPK4	P57739
P57739	Q7Z3S9
Q15735	Q96EY1
Q96EY1	Q9UJX0
Q96EY1	Q9BVI4
Q96CN9	Q96EY1
Q96EY1	Q96JP2
Q7L5A3	Q96EY1
Q96EY1	Q96NE9
Q53TS8	Q96EY1
Q13432	Q4VCS5
P35125	Q96B26
O75604	Q8ND90
O75604	Q9NSC5
O75604	Q5JR59
O75604	Q9UJC3
O75604	Q96JN2
O75604	Q9GZM8
O75604	Q9BRK4
O75604	Q969G2
O75604	Q6A162
O75604	Q2TAC2
O75604	Q8IYA8
Q13287	Q9Y217
Q5JR59	Q9Y217
Q9Y217	Q9Y2J4
Q13287	Q13287
Q13287	Q15013
Q13287	Q6PJE2
Q13287	Q9H9Q2
Q13287	Q96QG7
Q13287	Q6PEY2
Q13287	Q86XK3
Q13287	Q8TAB5
O95447	Q13287
Q13287	Q6P9H4
Q13287	Q8N3L3
P40222	Q13287
Q13287	Q96LT7
Q13330	Q13422
Q13330	Q9BRK4
Q13330	Q6A162
Q13330	Q5VWX1
P60410	Q13330
P0DPK4	Q13330
Q13330	Q7Z3S9
O95751	O95835
O95835	Q9UBB9
O95835	Q96BY2
O95835	Q8TAP6
O95835	Q9Y2D8
A1L4K1	O95835
O95835	Q8NA61
Q969F0	Q9BRL7
O15427	Q8N9N5
O15427	Q86WQ0
O15427	Q8IZU0
O43395	Q9HCM9
O43395	Q8IZU0
O43439	O43439
O43439	Q9P0J1
O43760	Q6AZY7
O43759	Q969F0
O14964	Q99732
O14964	Q96AA8
O14964	Q9NYB9
O14964	O75934
O14777	O14964
O14964	Q7Z3K3
O14964	Q9H0L4
O14964	P53365
O14964	Q9UNH6
O14964	Q7Z3B4
O14964	Q9P2B4
O14964	Q8WYH8
O14964	Q96HW7
O14964	Q96M63
O14964	Q8NDC0
O14964	Q96HT8
O14964	Q6A162
O14964	Q7Z4N8
O14964	Q8IYX8
O14964	Q8IW40
O14964	Q9UBV8
P63313	Q9BYQ4
Q01638	Q9BXN2
O00189	Q96K76
Q8N5L8	Q92974
O96006	O96006
O96006	Q9Y5K5
O96006	Q9Y2J4
O96006	Q9NX04
O96006	Q8TCA0
O96006	Q2TBA0
P49711	Q5VZL5
Q5VZL5	Q9UMX0
Q32MZ4	Q9NPJ6
Q32MZ4	Q9C0F1
Q8N5M1	Q9Y608
O95292	Q96LZ7
O15209	Q9P0L0
Q96K78	Q9P0L0
Q9BYR5	Q9P1A6
Q6A162	Q9P1A6
Q13137	Q969Z0
Q6RW13	Q969Z0
Q969L2	Q969Z0
Q8IZU0	Q969Z0
P56524	Q8ND90
O14530	Q8ND90
O95398	Q8ND90
Q8ND90	Q9Y586
Q03989	Q8ND90
O95990	Q8ND90
Q8ND90	Q9UJ04
Q68DK2	Q8ND90
Q8ND90	Q9Y2V2
Q8ND90	Q9BVN2
Q8ND90	Q8WWY3
Q8ND90	Q8NE01
Q8ND90	Q9UKJ5
Q8ND90	Q9UGP5
Q8ND90	Q9NP87
Q8ND90	Q9UMX0
Q8ND90	Q9UJW0
P57086	Q8ND90
Q06250	Q8ND90
Q8ND90	Q9P0T4
P58505	Q8ND90
Q7Z2E3	Q8ND90
Q8ND90	Q9C0C4
Q8ND90	Q96HA8
Q8ND90	Q9NVL8
Q8ND90	Q96IZ5
Q8ND90	Q9H1D0
Q8ND90	Q96GY3
Q8ND90	Q96JP0
Q8ND90	Q96FJ0
Q8IYE0	Q8ND90
Q8ND90	Q9H788
Q8ND90	Q9H7H0
Q8ND90	Q9Y3B7
Q7L4I2	Q8ND90
Q8ND90	Q9H7E9
Q8ND90	Q9BWG6
Q64LD2	Q8ND90
Q53FD0	Q8ND90
Q8ND90	Q9H5I1
Q8ND90	Q96ME1
Q8N5R6	Q8ND90
Q8ND90	Q9GZT3
Q8ND90	Q9C086
Q8ND90	Q9BQ89
Q8ND90	Q9H0I2
Q8ND90	Q9H0A9
Q8ND90	Q9BY77
Q8ND90	Q9BRJ7
Q8ND90	Q9BXY8
Q8ND90	Q96IX9
Q8ND90	Q96HZ7
Q8ND90	Q9BZL3
Q8ND90	Q8TES7
A4D1E9	Q8ND90
Q8ND90	Q96GV9
Q8ND90	Q96G25
Q8ND90	Q96PY5
Q8ND90	Q96PV4
Q8ND90	Q96DA0
Q7Z7H8	Q8ND90
Q8N5L8	Q8ND90
A0PJX4	Q8ND90
Q6ZT89	Q8ND90
Q8ND90	Q8TBZ8
Q8N8B7	Q8ND90
Q6PEW1	Q8ND90
Q8ND90	Q96M91
Q8ND90	Q9H1X1
Q8N5M4	Q8ND90
Q7Z3B3	Q8ND90
Q14D33	Q8ND90
Q8IWZ5	Q8ND90
O75603	Q93062
O75603	Q96LI6
Q13585	Q7Z3I7
Q6PJ21	Q9Y6R0
O43739	Q96HB5
O43739	Q8N0S2
O14713	Q6PIW4
O15209	P51116
O15209	Q14498
O15209	Q96EZ8
Q05519	Q14498
Q05519	Q92844
Q05519	Q66PJ3
Q05519	Q5T013
Q05519	Q8WXA9
O43716	Q05519
O14531	Q15645
Q14689	Q15645
Q15645	Q8NDV7
Q15645	Q9Y303
Q15645	Q9NV79
Q15645	Q96FA3
Q15645	Q5W111
Q15645	Q9GZM7
Q15645	Q53EP0
Q15645	Q8IZ26
Q15645	Q96L50
Q15645	Q8TC57
Q15645	Q8N1A6
Q15645	Q3V5L5
A6NJ78	Q15645
Q15645	Q6PF18
P59991	Q15645
P59990	Q15645
Q15645	Q6PEX3
Q15642	Q15642
Q15642	Q17R89
Q15642	Q9Y3L3
Q15642	Q9H4E5
Q15642	Q8IWW6
Q6A162	Q9Y5Q8
P60369	Q9Y5Q8
P0DPK4	Q9Y5Q8
Q7Z3S9	Q9Y5Q8
Q14106	Q9UFF9
Q15836	Q9BXK5
O95183	O95721
O95721	Q8IZU0
Q13427	Q14498
Q13427	Q9UL42
Q13427	Q9NVV9
Q13427	Q96CD2
Q13427	Q8NHQ1
Q13427	Q8NC69
Q13427	Q8N7W2
Q14088	Q15041
Q14088	Q96JN2
Q15848	Q8N6L0
Q15848	Q8N205
P20674	Q96B26
P20674	Q6A162
O43597	O75791
A8K8P3	O60711
O60711	Q494U1
O60711	Q8IVE3
O60711	Q8N3L3
Q13503	Q13503
Q13503	Q9UL45
Q13503	Q8N720
A1L4H1	Q13503
Q13137	Q15884
O75886	Q15884
Q15884	Q9H0M0
O00308	Q15884
Q15884	Q9UMX0
Q04323	Q15884
O43296	Q9GZM8
O43296	Q8WV44
O43296	P60411
O43296	P60331
O43296	P60370
O43296	P60369
O43513	Q96CS2
P57052	Q96PU8
Q96AH0	Q96PU8
Q8WVV9	Q96PU8
Q8N6L0	Q9Y287
