Q12834	Q9BY44
O15169	Q5JWF2
O15169	O95467
O15169	P84996
P63092	Q96RD7
Q5JWF2	Q96RD7
O95467	Q96RD7
P84996	Q96RD7
P30041	Q92851
P30041	Q14790
P29466	Q07817
Q07817	Q9UKL3
Q07817	Q07817
Q96EB6	Q9Y4H2
P35568	Q96EB6
Q07157	Q96GC9
P17844	P49137
P17844	Q9NRR4
P26651	Q6MZQ0
P25685	P26651
P26651	Q8IZD4
P26651	Q9H2U1
P33527	Q03135
P02786	Q03135
Q9GZR5	Q9GZR5
O60331	O94973
O94973	P05023
O60331	P63010
P19338	P19338
P12931	P46934
P11021	Q09472
P00519	P68133
P10636	P12931
O75340	P53355
P10415	Q93084
P28065	Q15596
P28065	Q9Y6Q9
P41182	Q96FA3
P03372	P28065
P03372	P30876
P03372	P19387
O15514	P03372
P03372	P19388
P03372	P61218
P03372	P62487
P03372	P52434
P03372	P36954
P03372	P62875
P03372	P52435
P03372	P53803
P12931	P24928
P12931	P30876
P12931	P19387
O15514	P12931
P12931	P19388
P12931	P61218
P12931	P62487
P12931	P52434
P12931	P36954
P12931	P62875
P12931	P52435
P12931	P53803
P28065	P30876
P19387	P28065
O15514	P28065
P19388	P28065
P28065	P61218
P28065	P62487
P28065	P52434
P28065	P36954
P28065	P62875
P28065	P52435
P28065	P53803
P28065	Q14241
P24928	Q14241
P30876	Q14241
P19387	Q14241
O15514	Q14241
P19388	Q14241
P61218	Q14241
P62487	Q14241
P52434	Q14241
P36954	Q14241
P62875	Q14241
P52435	Q14241
P53803	Q14241
P0CG48	Q9NS56
Q6UWE0	Q6UWE0
P00533	Q6UWE0
O43791	P35659
Q13191	Q8IXJ6
P22681	Q8IXJ6
P04637	Q15018
P21580	P51668
O60260	Q96CV9
O00165	Q13489
Q08211	Q9UQ80
P07942	Q9UQ80
Q9NR30	Q9UQ80
P0DMV9	Q9UQ80
Q16512	Q9UQ80
P08670	Q9UQ80
P60709	Q9UQ80
P22626	Q9UQ80
O95155	Q14669
Q9P0U3	Q9UHP3
P62256	Q6VVB1
P51668	Q6VVB1
P51965	Q6VVB1
O00499	Q05193
O00499	Q9Y2H0
O00499	Q13426
O00499	P09467
Q06787	Q9UNE7
Q13619	Q5H9S7
Q13620	Q9C0C7
Q13620	Q58WW2
Q13620	Q8WV16
Q13620	Q5H9S7
Q13620	Q7L5Y6
Q13620	Q8TEB1
Q13620	Q5TAQ9
P04908	Q86Y13
P04908	Q9Y5B9
P33240	Q7Z6E9
Q12996	Q7Z6E9
Q10570	Q7Z6E9
Q7Z6E9	Q9P2I0
O95639	Q7Z6E9
P51668	Q13618
P84077	Q9UJY4
P84085	Q9UJY5
P62330	Q9UJY5
P04637	Q6GPH4
O43255	Q6GPH4
Q6GPH4	Q9H2X6
P21359	Q96CS3
P51668	Q96CS3
Q04637	Q9BY77
Q15418	Q9BY77
Q9H0M0	Q9H0M0
P24928	Q9HCE7
P61764	Q02410
P61764	Q99767
P0CG48	Q13127
P63167	Q9C0C7
O14576	Q9C0C7
Q8NEB9	Q9C0C7
P63167	Q14457
O14576	Q14457
P35222	Q5VTB9
P49841	Q5VTB9
P01106	Q86T82
P61244	Q86T82
P0CG48	Q99895
P45985	Q02779
Q16763	Q9H1A4
Q16763	Q9UJX5
Q16763	Q9UJX4
Q13042	Q16763
Q16763	Q9UJX3
P0CG48	Q9NYG5
P55211	Q07812
Q07812	Q14790
P55210	Q07812
P42574	Q07812
P99999	Q07812
P00403	P51572
O14965	P24522
O95271	Q9NTX7
P51668	Q9NTX7
P62837	Q9NTX7
P55854	Q9P0U3
P63165	Q9GZR1
P14555	Q9Y5K5
P14555	P15374
P14555	P40818
P14555	Q93009
P14555	P45974
P14555	Q96K76
P14555	Q13107
P14555	Q96RU2
P14555	Q9Y2K6
O75604	P14555
P14555	Q9Y4E8
P09936	P14555
P14555	Q9GZR1
P14555	Q8TAC2
P14555	Q96LD8
P49841	Q9Y6R4
Q9Y6R4	Q9Y6R4
O15169	Q9Y6R4
P29590	P46777
P62753	Q00987
P46060	Q9HC62
P55854	Q96HI0
P61956	Q96HI0
Q9P0U3	Q9Y3P9
Q96HI0	Q9Y3P9
P23497	Q9P0U3
P23497	Q5W0Q7
Q9P0P0	Q9P0P0
O43765	Q9Y6X1
P27694	Q8N2Z9
Q8N2Z9	Q9HB96
Q00597	Q8N2Z9
P15927	Q8N2Z9
A8MT69	P54132
A8MT69	Q0VG06
A8MT69	Q9H9A7
A8MT69	P27694
A8MT69	Q9HB96
A8MT69	Q00597
A8MT69	Q9NPI8
A8MT69	P15927
A8MT69	Q9BTP7
P10620	Q16873
P04150	Q99757
Q04206	Q99757
Q13616	Q969M7
Q13131	Q15831
O95238	Q15831
O96028	P68431
Q6NXT4	Q8TAD4
O15258	Q86TM6
Q14526	Q8N2W9
Q14526	Q9Y6X2
P08047	Q14526
O14672	Q12959
Q8NHZ8	Q9UJX6
Q9NYG5	Q9NYG5
P81605	Q04206
P13647	Q04206
P11021	Q04206
P0CG39	Q04206
P18510	Q04206
Q04206	Q6S8J3
Q02505	Q04206
P00747	Q04206
Q04206	Q16629
Q04206	Q8IYB7
Q04206	Q9H2C0
P78527	Q04206
Q04206	Q7Z3Z4
O95477	Q04206
Q04206	Q5VYP0
O43933	Q04206
Q04206	Q9UBZ9
P42771	Q04206
Q04206	Q8N726
P11802	Q04206
P24385	Q04206
Q16778	Q9H9J4
O76064	Q9Y5T5
Q676U5	Q9Y4P8
Q9H1Y0	Q9Y4P8
O94817	Q9Y4P8
O00267	P38398
O75150	P63146
P33778	Q5VTR2
P61088	Q9NZS9
O00762	Q3KNV8
Q5XPI4	Q96B02
P51668	Q9BY78
Q9BY78	Q9Y2X8
P51965	Q9BY78
Q6PJ69	Q9H832
Q9Y3C5	Q9Y3C5
Q8ND25	Q8ND25
P51965	Q9Y4K3
P49427	Q8ND25
O15047	P68431
Q13315	Q9NZC7
Q13263	Q9NZC7
P47736	Q9Y297
P47736	Q9UKB1
P47736	P53350
Q13077	Q8IU68
Q12933	Q8IU68
P62745	P63000
P02745	P63000
P63000	Q9NQU5
P35916	Q9Y6I3
Q7Z419	Q9H3D4
P52945	Q16539
Q8NBP7	Q9NYU2
P13667	Q8NBP7
P53007	Q8NBP7
P31689	Q8NBP7
O14967	Q8NBP7
O60884	Q8NBP7
Q13490	Q8NBP7
Q12933	Q8NBP7
Q8NBP7	Q9UBX3
Q8NBP7	Q9UBS4
O14735	Q8NBP7
Q8IXB1	Q8NBP7
Q8NBP7	Q96EY1
Q8IXI2	Q8NBP7
Q53H12	Q8NBP7
P04792	Q8NBP7
Q15293	Q8NBP7
Q8NBP7	Q9UNE7
O75746	Q8NBP7
Q8NBP7	Q9BUF5
O00264	Q8NBP7
P46779	Q8NBP7
P01130	Q8NBP7
P06730	Q8IYM9
Q13075	Q15750
Q15750	Q96CA5
Q8NHY2	Q92519
O15344	Q9NRP7
Q9NRP7	Q9NRP7
O00213	O60291
O00213	Q15020
Q13490	Q14249
Q92560	Q9ULG1
Q16777	Q9ULG1
Q8NEZ5	Q9GZT4
Q5XUX0	Q9H211
O14933	P62877
Q14204	Q9UBN7
P60709	Q9UBN7
O95997	Q9NYG5
P04637	Q9UM11
O43497	Q96S59
P30530	Q96S59
P30530	Q06418
P04049	Q96S59
P04049	Q9BUB7
P04049	Q9UKS6
P04049	Q8TAT6
P04049	P10644
P04049	Q5TAQ9
P04049	Q00577
P04049	Q9BQS8
P04049	Q00872
P04049	Q9UBW8
Q09472	Q8N3Y1
Q09472	Q9UKT8
O94905	Q9Y5M8
O94905	Q14790
O94905	P27824
O94905	P17987
O94905	Q96A33
O94905	P16615
O94905	P60468
O94905	P14625
O94905	P11021
O94905	P34932
O94905	P55060
O94905	Q13263
O00165	O94905
O94905	Q8IXI2
O94905	Q3ZCQ8
O43559	Q96B97
O43559	Q9Y5K6
O43559	P22681
O43559	P04626
O95376	Q86U42
P35580	Q9UBN7
Q07820	Q9Y4K3
Q14185	Q9UKB1
P51398	Q9UKB1
Q13188	Q9UKB1
Q13043	Q9UKB1
O60343	Q9UKB1
Q9UKB1	Q9Y4G8
Q9Y297	Q9Y4G8
P0CG48	Q9Y4G8
O00308	Q9H074
O00308	Q14152
O00308	P11940
Q9HCM4	Q9Y4G8
P52732	Q9Y4G8
Q12923	Q9Y4G8
Q14315	Q9Y4G8
P02545	Q9Y4G8
Q6P3W7	Q9Y4G8
P62805	Q9Y4G8
Q96QZ7	Q9Y4G8
Q7KZF4	Q9Y4G8
Q8N5Z5	Q9Y4G8
Q5TCQ9	Q9Y4G8
O60232	Q9Y4G8
P27105	Q9Y4G8
Q8WZ74	Q9Y4G8
Q9NXV2	Q9Y4G8
Q96RW7	Q9Y4G8
Q15149	Q9Y4G8
Q07157	Q9Y4G8
Q8WZ42	Q9Y4G8
P28838	Q9Y4G8
Q02978	Q9Y4G8
O95271	Q9Y4G8
P0DPA2	Q9Y4G8
Q92538	Q9UKB1
P62258	Q9UKB1
Q9UBW8	Q9UKB1
Q04206	Q9UKB1
Q66K74	Q9UKB1
Q8NFG4	Q9UKB1
Q5SWA1	Q9UKB1
Q6ZNC4	Q9UKB1
O75410	Q9UKB1
Q15910	Q9UKB1
Q92539	Q9UKB1
Q15022	Q9UKB1
Q9HCH0	Q9UKB1
Q9NQP4	Q9UKB1
Q9UIV1	Q9UKB1
Q9P0L0	Q9UKB1
O14646	Q9UKB1
O75427	Q9UKB1
Q96RT7	Q9UKB1
Q5VZ89	Q9UKB1
O60381	Q9UKB1
Q6P0Q8	Q9UKB1
Q5T8D3	Q9UKB1
Q8TF40	Q9UKB1
P51610	Q9UKB1
O60307	Q9UKB1
Q86WH2	Q9UKB1
O15169	Q9UKB1
P35221	Q9UKB1
Q9UGL1	Q9UKB1
P61244	Q9UKB1
Q9C0D5	Q9UKB1
Q9H8N7	Q9UKB1
Q14145	Q9UKB1
Q05BV3	Q9UKB1
A5YKK6	Q9UKB1
Q13009	Q9UKB1
O43312	Q9UKB1
Q765P7	Q9UKB1
P32314	Q9UKB1
Q9UKB1	Q9Y2T1
Q8TAA9	Q9UKB1
Q6ZN18	Q9UKB1
Q96JJ3	Q9UKB1
Q70EL1	Q9UKB1
Q8N350	Q9UKB1
Q9UGJ1	Q9UKB1
Q5VU97	Q9UKB1
Q99471	Q9UKB1
O95155	Q9UKB1
Q16236	Q9UKB1
Q14137	Q9UKB1
Q14693	Q9UKB1
Q8TAE8	Q9UKB1
Q00059	Q9UKB1
Q12906	Q9UKB1
Q96EY7	Q9UKB1
Q00610	Q9UKB1
Q08211	Q9UKB1
Q13310	Q9UKB1
Q5BKZ1	Q9UKB1
Q6PGQ7	Q9UKB1
Q00839	Q9UKB1
Q9NS23	Q9UKB1
O60343	Q9Y297
P0CG48	P16104
P04908	P0CG48
P51955	Q9UJX5
Q8NI77	Q9UJX5
Q8WVD3	Q9UJU2
O43293	P10275
P10275	Q9NY61
O43293	Q9NY61
Q99816	Q9NY61
O43293	Q99816
P51965	Q6IE81
P62256	Q6IE81
Q13546	Q8WZ73
P51668	Q8WZ73
P49792	Q96EP1
P49736	Q96EP1
Q12834	Q96EP1
P08670	Q96EP1
Q00535	Q96EP1
P12004	Q96EP1
Q92769	Q96EP1
Q96EP1	Q96ST3
P51668	Q09472
P51668	Q92793
Q92793	Q92793
P51668	Q9NZJ0
O43734	Q13404
P01100	P15559
P00519	Q9UNE7
P11274	Q9UNE7
Q86WB0	Q9UM11
Q01850	Q9UM11
Q07820	Q969H0
P10636	Q9Y4K3
P48764	Q86UV5
P50876	P78527
P50876	P50876
Q6FI13	Q9UK80
O75317	P46531
Q07912	Q86XT4
P41235	Q8N2W9
O15047	Q9C005
P67775	Q9Y6X0
O95999	Q15819
O95999	P61088
Q15819	Q9UDY8
P61088	Q9UDY8
O75604	P04626
Q6R6M4	Q99538
Q6R6M4	Q9H7L9
Q13107	Q9UMS4
P61077	Q9UMS4
P10523	P10523
P27824	Q9Y4K3
P10109	Q6P4F2
P06576	P10109
P10109	P25705
P54253	P63165
P04150	Q8N0Z6
P10275	Q8N0Z6
P03372	Q8N0Z6
Q09472	Q9H4L4
Q8N9N2	Q9NUQ7
P03372	Q8N9N2
P09874	Q8N9N5
Q09472	Q8N9N5
Q09472	Q8N9N2
Q15788	Q8N9N2
Q16665	Q9H4L4
P63279	Q92793
P63279	Q96EB6
P17655	P63279
P53396	Q5T4S7
P53396	Q92831
P53396	Q8IXJ6
P0DPQ6	Q96RU7
P35638	Q96RU7
P0DPQ6	Q9UQL6
P35638	Q9UQL6
P0DPQ6	Q9UBN7
P35638	Q9UBN7
P63279	Q9UBK2
P48552	Q9UBK2
Q09472	Q15554
P54274	Q09472
P49716	Q09472
P49716	P63279
P04637	Q9P0U3
P06241	Q01628
P48431	Q9NPF5
P41225	Q9Y4A5
Q06945	Q15542
P35711	P49848
O00268	P35712
P48431	Q13207
O00570	P35222
P15884	Q13569
O43734	Q15717
Q12933	Q15717
O43734	Q07955
O00463	Q15717
O00170	P50148
P35869	Q14344
P17861	P63279
P15172	Q7Z6Z7
Q13685	Q8N1B4
O14503	Q13685
Q13685	Q8WTP8
Q16613	Q99750
O14503	Q16613
P16442	Q96HH9
P16442	Q9BSE2
Q8TBB1	Q9BWD1
P60709	Q08426
P40123	P60709
P60709	Q96HA8
P63261	Q08426
O60826	P63261
P63261	Q96HA8
O43707	Q08043
O43707	P18075
P12814	Q08043
P00973	P12814
P12814	Q7L775
P12814	Q9NPC6
P12814	Q8IY33
P12814	Q8NC69
P12814	Q8NA61
P35609	P35609
P00540	P35609
O95863	P35609
P23497	P35609
P35609	Q53GG5
P35609	Q9NPC6
P35609	Q8IY33
P35609	Q5PSV4
P35609	Q8IYX7
P35609	Q14D33
Q08043	Q08043
Q04864	Q08043
Q08043	Q13077
Q08043	Q12933
O76041	Q08043
Q08043	Q9P2A4
Q08043	Q6ZNA4
Q08043	Q9H7P9
Q08043	Q6P1W5
Q08043	Q8NC69
G2XKQ0	Q08043
P36639	Q03154
O00204	P14621
P14621	Q9NS37
P35611	Q9NP66
P54922	Q12800
P12236	P63010
P52292	P63010
P63010	Q01081
O95398	P63010
P63010	Q99757
P63010	Q9UHB7
P63010	Q9Y6H3
P63010	Q8WWR8
O43747	Q96S82
P41182	Q08117
Q08117	Q13895
O43186	Q08117
P26196	Q08117
P14136	Q08117
Q08117	Q08379
P62993	Q08117
P52597	Q08117
Q08117	Q9BVG8
P13646	Q08117
P19012	Q08117
Q08117	Q15323
P25800	Q08117
P25791	Q08117
P84022	Q08117
Q08117	Q9NR56
P55081	Q08117
Q08117	Q96PC5
Q08117	Q15742
Q08117	Q13131
P54646	Q08117
P47897	Q08117
Q04864	Q08117
P14373	Q08117
O00560	Q08117
Q08117	Q15475
P12757	Q08117
P09234	Q08117
P35711	Q08117
P78362	Q08117
P15884	Q08117
O15119	Q08117
Q08117	Q9UH92
Q08117	Q13077
Q08117	Q12933
Q08117	Q12899
P98175	Q08117
P61968	Q08117
O14503	Q08117
O75716	Q08117
O75558	Q08117
O75909	Q08117
O60573	Q08117
Q08117	Q15014
A7KAX9	Q08117
O43167	Q08117
O75069	Q08117
Q08117	Q9NYB9
Q08117	Q13137
Q08117	Q9HC98
O43559	Q08117
Q08117	Q93062
P26368	Q08117
Q08117	Q9UKT9
Q08117	Q8TBE0
Q08117	Q9UBB6
Q08117	Q14689
Q08117	Q5JR59
O95751	Q08117
Q08117	Q63ZY3
Q08117	Q9H8Y8
Q08117	Q8WWY3
Q08117	Q9NPJ6
Q08117	Q9UJX0
Q08117	Q9NX04
A5D8V6	Q08117
Q08117	Q96EP0
Q08117	Q96A72
Q08117	Q8IX15
Q08117	Q9Y333
Q08117	Q9HBI0
Q08117	Q9H257
Q08117	Q8WTP8
Q08117	Q9BWG6
Q08117	Q9H609
Q08117	Q96CA5
Q08117	Q8IV13
Q08117	Q9H9H4
Q08117	Q9H5Z6
Q08117	Q8N684
Q08117	Q96JP2
Q08117	Q9BZW7
P79522	Q08117
Q08117	Q9Y3Q8
Q08117	Q96PN8
Q08117	Q969R5
Q08117	Q9BRQ3
Q08117	Q9BQY4
Q08117	Q8N5A5
Q08117	Q9BSW2
Q08117	Q6P1W5
Q08117	Q96I34
Q08117	Q8TES7
Q08117	Q9UFD9
Q08117	Q96JC9
Q08117	Q8WV44
Q08117	Q5T124
O15409	Q08117
Q08117	Q96Q77
A1L4K1	Q08117
Q08117	Q6A162
Q08117	Q8TAB5
Q08117	Q96FQ7
Q08117	Q8IYR0
Q08117	Q7RTU3
Q08117	Q86V42
Q08117	Q8HWS3
Q08117	Q2TAC2
P60409	Q08117
P60411	Q08117
P60410	Q08117
P60369	Q08117
P0DPK4	Q08117
Q08117	Q7Z3S9
P30556	Q13956
P23526	P23526
P23526	Q92624
P23526	Q9BV19
P23526	Q6AI12
P13196	P13196
P13196	Q4VC05
O60437	P13196
P13196	Q15560
P13196	P62328
O43516	P13196
P13196	Q9Y473
P13196	P63313
P13196	Q9Y2K6
P13196	Q68DK2
P13196	Q9Y2S7
P13196	Q8TD31
P13196	Q9NVN8
P13196	Q9NWW7
P13196	Q96L91
P13196	Q9H788
P13196	Q8TCT0
P13196	Q5W5X9
P13196	Q6P1J9
P13196	Q5H9K5
P13196	Q17RB8
P13196	Q6P444
P13196	Q7Z614
P13196	Q8WTR2
P13196	Q8WW24
P13196	Q8TBZ8
P13196	Q6PF15
P13196	Q17RB0
P22557	Q8N9N5
P43353	Q15323
P43353	Q9BYR5
P43353	Q6A162
P43353	P60409
P43353	P60411
P43353	P60370
P43353	P60410
P43353	P60369
P0DPK4	P43353
P43353	Q7Z3S9
P04075	P05014
P09972	Q8TBB1
P09917	P50221
P09917	Q04864
P09917	Q9Y6D9
P09917	Q6UWX4
P09917	Q96MT8
P09917	Q8N0S2
P09917	Q86Y26
P09917	Q8IYX8
P09923	P60411
P09923	P60410
P09923	P60369
P09923	P0DPK4
P09923	Q7Z3S9
P05187	P26371
P05187	Q9BQ66
P05187	P60369
P02760	Q13643
Q01433	Q01433
O95273	Q01433
P48454	P49418
P49418	Q05D60
P49418	Q0P5N6
P12236	P36406
P12236	Q15323
P12236	Q13077
P12236	Q15654
P12236	Q9UJV3
P12236	Q5JR59
P12236	Q9BRK4
P12236	Q8WW24
P0DPK4	P12236
P12236	Q7Z3S9
O14770	P04083
P09525	Q9UM07
P50995	Q92734
P50995	Q53EZ4
P50583	Q14566
O00214	P13798
P14136	Q13490
P08949	Q13490
Q13490	Q9Y3E2
Q13490	Q96HA8
Q13490	Q96CJ1
Q13490	Q9NQT4
Q13490	Q96CN9
Q13490	Q9BZW7
Q13490	Q8N3J5
P98170	Q92851
P61024	P98170
P19447	P98170
P40937	P98170
P98170	Q9HC98
A5D8V6	P98170
P98170	Q17RB8
P98170	Q9Y2D8
P02647	Q96DZ9
P02652	Q8NEC5
P05090	Q9P0L0
P48023	Q15654
O76081	P48023
P48023	Q6A162
P0DPK4	P48023
P48023	Q7Z3S9
P29972	P29972
P29972	P36406
P01100	P29972
P29972	Q15323
P29972	Q14525
P29972	Q8IUQ4
P15884	P29972
P29972	Q13077
P29972	Q12933
O76081	P29972
P29972	Q07912
O43597	P29972
P29972	Q9UJV3
P29972	Q9UKT9
P29972	Q9UKS7
P29972	Q5JR59
P29972	Q9UGC6
P29972	Q7L273
P29972	Q9NQ79
P29972	Q96S65
P29972	Q96JN2
P29972	Q9C0F1
P29972	Q9BYQ4
P29972	Q9BYR5
P29972	Q9UFD9
A1L4K1	P29972
P29972	Q6A162
P29972	Q8N8K9
P29972	Q2TAC2
P29972	Q8IYA8
P29972	P60409
P29972	P60369
P0DPK4	P29972
P29972	Q7Z3S9
P55064	P61978
P55064	Q15323
P55064	Q6A162
P0DPK4	P55064
P55064	Q7Z3S9
O43315	Q969F0
P01116	P10398
P10398	Q6RW13
P36406	Q01850
P10606	P36406
O43602	P36406
P36406	Q92608
P23769	P36406
P09067	P36406
P36406	Q9BVG8
P02538	P36406
O00214	P36406
P25791	P36406
O43189	P36406
O00459	P36406
P36406	Q8IUQ4
O43623	P36406
O95863	P36406
P14678	P36406
P36406	P62328
P21580	P36406
P36406	Q13077
O95872	P36406
P36406	Q99569
P36406	P49842
O75928	P36406
O95715	P36406
P36406	Q02930
P36406	Q15040
O60504	P36406
P36406	Q92993
P36406	Q9HC98
P36406	Q9Y2K6
P36406	Q14565
P36406	Q13356
P36406	Q9UBY9
P36406	Q92917
P36406	Q9UMS0
P36406	Q9UGP5
P36406	Q9NR81
P36406	Q9BYD3
P36406	Q9NZD8
P36406	Q96PV7
P36406	Q5VWN6
P36406	Q86YD7
P36406	Q86WR0
P36406	Q9NU19
P36406	Q8N6T3
P36406	Q96CJ1
P36406	Q9NPJ8
P36406	Q9H0W8
P36406	Q9P2K6
P36406	Q63HK5
P36406	Q8IYE0
P36406	Q63HN8
P36406	Q9NQL9
P36406	Q9H788
P36406	Q9H257
P36406	Q8NEA9
P36406	Q7L4I2
P36406	Q9H7E9
P36406	Q64LD2
P36406	Q53FD0
P36406	Q8NBS9
P36406	Q9BQ89
P36406	Q9BTL3
P36406	Q9BRU9
P36406	Q9BRJ2
P36406	Q96IX9
P36406	Q86UY5
P36406	Q8TES7
P36406	Q8N5M1
P36406	Q6P444
P36406	Q96CS2
P36406	Q8N2X6
P36406	Q8NDC4
P36406	Q96FQ7
P36406	Q8NA54
P36406	Q8TBZ8
P36406	Q86Y33
P36406	Q6NYC8
P36406	Q96M91
P36406	Q14D33
P36406	Q8N9E0
P36406	Q8IWZ5
G2XKQ0	P36406
C0H5X2	P36406
P15514	P60369
P18085	Q9H190
P49703	Q68D86
P61586	Q15654
P61586	Q9UKT9
P08134	Q9Y4F9
Q99819	Q9BQD3
Q96L14	Q99819
P36404	Q9BZK7
O00444	P36575
O43298	P36575
P15289	Q15645
P04424	Q96HA8
O43681	Q12797
O43681	Q96SL4
O43681	Q9Y5L2
P08243	Q86WT6
A2RRH5	P08243
P45381	Q96HD9
Q15911	Q6A162
P18848	Q92805
P18848	Q13515
O14777	P18848
P18848	Q96CN9
P18848	Q08AF8
O00244	O43822
O00244	O95749
O00244	Q9NWS6
O95273	P51164
P06576	Q8N5M1
P05496	Q86WT6
P15884	P21281
P27449	Q92838
P21757	P27449
P25788	P27449
P27449	Q9BZL3
P21283	P21283
P13646	P48047
P19012	P48047
P48047	Q15654
O43829	P48047
P48047	Q8ND90
O14777	P48047
P48047	P49902
P48047	Q9UBB9
P48047	Q96JN2
P48047	Q6NT76
P48047	Q8NHQ1
P48047	Q8N6Y0
P48047	Q8TD10
Q08AF8	Q14032
Q0D2H9	Q14032
Q13200	Q99933
P14373	Q99933
O60242	Q8N954
Q16548	Q16611
Q08379	Q99728
Q13077	Q99728
Q96R06	Q99728
O00471	Q99728
O95751	Q99728
Q96JN2	Q99728
Q8NHQ1	Q99728
Q6A162	Q99728
Q8IZU0	Q99728
Q99750	Q9BXC9
Q93062	Q9BXC9
P15173	Q96RK4
Q16548	Q8IZU0
P15884	Q92843
Q92843	Q969F0
Q8N6L0	Q92843
P41182	Q9BVG8
P41182	Q8IUQ4
P41182	Q13077
P41182	Q9H2G9
O15156	P41182
P41182	Q9NTM9
P0CW19	P41182
P37198	Q12934
P55957	Q04864
O43865	P55957
Q13323	Q969F0
P40763	P51451
O43281	P51451
P51451	Q8N5R6
Q13867	Q96HA8
Q13867	Q9BQG2
P53004	Q8TBB1
P35226	Q9GZM8
P18075	P26371
P14373	P18075
P18075	Q5JR59
P18075	P60409
P18075	P60370
P18075	P60410
P18075	P60369
P0DPK4	P18075
P18075	Q7Z3S9
P42685	Q12982
Q07866	Q12982
Q12982	Q9ULV0
O75841	Q12982
Q12982	Q969F0
Q12983	Q86UP2
Q12983	Q9BXN2
Q12983	Q969F0
Q12983	Q5T700
O60238	Q9NRQ5
O60238	Q9BXN2
O60238	Q969F0
O60238	Q5T700
P35070	Q15323
P35070	Q96IJ6
P20290	Q8N3L3
P20290	P40222
Q13895	Q8IXK0
P50402	Q13895
Q12929	Q13895
Q08379	Q13895
Q13895	Q15323
O15344	Q13895
P14373	Q13895
Q13895	Q16637
Q13895	Q15654
P62256	Q13895
O43829	Q13895
Q13155	Q13895
O75558	Q13895
Q13895	Q9UJX2
Q13895	Q8ND90
P51116	Q13895
Q13895	Q9BUZ4
Q13895	Q5VU43
Q13895	Q15025
Q13422	Q13895
Q13895	Q92841
Q13895	Q9UL42
Q13895	Q9UJV3
Q13895	Q5JR59
Q13895	Q7Z6G3
Q13895	Q9NVV9
Q13895	Q96GN5
Q13895	Q9NTW7
Q13895	Q9BYV2
Q13895	Q96IK5
Q13895	Q96JN2
Q13895	Q6NT76
Q13895	Q9H9H4
Q13895	Q68D86
Q13895	Q8N5R6
Q13895	Q8NHQ1
Q13895	Q9C0F1
Q13895	Q8NF50
Q13895	Q969V4
Q13895	Q9BRK4
Q13895	Q96JM7
Q13895	Q6P1W5
Q13895	Q9BYR5
Q13895	Q17RB8
Q13895	Q96HT8
Q13895	Q9Y2D8
Q13895	Q6A162
Q13895	Q86SE5
Q13895	Q8TD10
Q13895	Q7RTU3
Q13895	Q8IZU0
Q13895	Q8N7W2
Q13895	Q8IYX8
P60409	Q13895
P60370	Q13895
P60369	Q13895
Q13895	Q96BR9
B1AH88	Q96BA8
P30536	Q96BA8
P01031	Q96BA8
P48443	Q15777
Q08AM6	Q15777
Q15777	Q8TC20
Q15777	Q5TYM5
O95466	Q9NP66
P53801	Q9BXN2
P53801	Q5T700
O43822	Q96IK5
P00915	Q12800
P23280	Q15323
P23280	Q6A162
O43186	P35219
O15119	P35219
P35219	Q9Y5V3
P35219	Q9UJY4
P35219	Q9BPX1
P35219	Q96EA4
P35219	Q8TBB1
Q13698	Q86UT5
Q06432	Q9P0L0
P0DP23	Q9H0B3
P0DP23	Q8NCR3
O94983	P0DP24
P0DP24	Q6IPM2
P0DP24	P58397
P0DP24	Q86VI3
P0DP24	Q8NCR3
P0DP25	Q92624
O94983	P0DP25
P0DP25	Q6IPM2
P0DP25	Q9BYV2
P0DP25	Q9BXN2
P0DP25	Q9H0B3
P0DP25	Q8NCR3
P27482	Q8NCR3
O43852	Q9UMX0
Q13554	Q93100
P61225	Q13554
P62913	Q13554
Q13554	Q9UI95
Q13554	Q9UBU8
Q13554	Q93062
O00154	Q13554
O43251	Q13554
Q13554	Q969H6
Q13554	Q9BUE0
Q13554	Q5W111
Q13554	Q9NTN9
Q13554	Q9Y3B7
Q13554	Q2VPB7
Q13554	Q8N0Z6
Q13554	Q9NUG4
Q13554	Q3V5L5
A8MVW0	Q13554
Q13554	Q3LI72
Q13554	Q3SYF9
P60412	Q13554
Q13557	Q13557
P68106	Q13557
P51116	Q13557
O96015	Q13557
O14787	Q13557
Q13557	Q8N9N5
Q13557	Q96BY2
Q13557	Q53EP0
Q13557	Q9Y3B7
Q13557	Q8N0Z6
Q13557	Q5JZY3
P16389	P49069
P40121	Q8IUQ4
P20807	Q9UJX0
P20807	Q96HA8
P04632	Q6RW13
P29466	Q08AM6
P21673	P55210
Q06455	Q12929
P50222	Q06455
O75558	Q06455
Q06455	Q5VZL5
O60711	Q06455
Q06455	Q9NSC5
O43597	Q06455
Q06455	Q9UJV3
Q06455	Q14687
Q06455	Q8N684
Q06455	Q5JST6
Q06455	Q9BRK4
Q06455	Q96BA8
Q06455	Q8NA61
Q06455	Q8IWZ5
Q06455	Q8IYA8
O76003	Q13191
Q13191	Q8TF42
O00560	O75828
P35520	Q08426
P35520	Q13526
P35520	P54619
P25786	P35520
P35520	P57075
Q15645	Q16773
Q08AM6	Q16773
P32239	Q9P121
O43186	P24863
P24863	Q08379
P13646	P24863
P19012	P24863
P24863	Q15323
P24863	P50222
