Q96FF9	Q9BYX7
P18583	Q12824
P06576	Q9NS69
P04216	Q13423
P82921	Q9Y2Q5
Q15427	Q9Y5L4
O95197	Q9NRG1
Q15436	Q93045
P62995	Q12857
P49459	Q9Y244
P31943	P40939
P12270	P78527
O00159	Q16181
P15927	Q14204
Q13033	Q8WWY3
Q00839	Q9BYD1
P24534	Q13242
P61923	Q9HD26
O00267	Q9UMR5
O00571	P58107
Q12830	Q92925
P10644	Q8WUX1
O94979	P11142
O15067	O43765
O95155	Q00341
Q6P2Q9	Q9Y5B9
Q13084	Q13421
Q15019	Q6P2Q9
O75477	Q9UKM9
O60547	P30043
P21912	Q9Y6M9
P36543	Q9P0L0
Q6I9Y2	Q99584
P61586	Q92499
P30050	Q9Y6E0
Q13322	Q6ZUT9
Q9NX24	Q9NY12
Q9Y266	Q9Y570
O75844	P61026
Q15907	Q1KMD3
P62847	Q2VIR3
Q8N684	Q92665
Q6IAA8	Q96AG3
Q01082	Q969G5
Q13243	Q9NUH8
P67936	Q969G5
P04216	Q8TAP9
Q15233	Q8NBM4
P45880	Q9BVJ6
P55809	Q96FQ6
Q03001	Q9BYX7
P15559	P39019
P63173	Q9P2E9
P62851	Q96L21
P62081	Q96L21
O43678	Q7L2E3
P67936	Q9ULV4
O15498	P25325
P42765	P45880
P38606	Q8NBS9
Q14254	Q7Z434
P60174	Q15084
Q6UX04	Q9NYD6
P17844	Q9Y2W1
O00461	P17844
P61011	Q15459
Q15427	Q9Y277
O43813	P50454
P14866	Q15149
P07814	P17844
Q15056	Q9BYD2
O75915	Q9UKK3
P54886	Q9Y5L4
O43660	P32969
Q969X6	Q9NZM5
Q08211	Q15050
P26038	Q6ZRS2
O96008	Q96TC7
P31327	P42704
P08670	P49721
Q16643	Q9BUJ2
P27105	Q15637
O94826	P31327
P62851	P63244
P20618	Q01130
P46777	Q8TEX9
P49006	Q9BRJ2
P78318	Q96ST3
P15374	P40424
P50914	P52815
Q06323	Q9HBI1
P24666	P30050
P09493	Q99439
P61978	Q16540
P25789	P55072
P04792	P40855
P32969	Q8IXI1
P17096	Q15554
P47897	Q96KR1
P23284	Q8IWZ8
P10515	P10606
O15160	O60832
O00115	Q9UBS4
Q9BTC0	Q9BVP2
Q9BTC0	Q9P0M6
O75367	Q9BTC0
Q96FN9	Q9H0R4
Q16891	Q5SSJ5
P19105	Q00325
Q9BTC0	Q9Y5H9
P19105	P26373
Q15050	Q9BTC0
P62701	Q96QV6
P62701	Q9NQ39
Q6P3W7	Q96T58
O14828	Q8IWZ8
O95747	Q08AF3
P18583	Q9BTC0
O60232	P30044
P30041	Q9NP77
P42226	Q9Y617
O15400	Q9Y3A5
Q99595	Q9BWM7
P50454	Q6ZVM7
O14828	Q9ULW0
O14828	Q8TAP9
P0C7P4	P50213
P78318	Q9C0B0
Q08211	Q9BVJ6
Q86VN1	Q9UKK6
P30044	Q96K21
O00488	Q13162
P19404	Q9UHG3
O75475	Q01081
O43678	Q9NTK5
O43181	P54289
Q8WVJ2	Q93008
P13473	P53999
Q8N684	Q8WUM0
Q07157	Q8IWZ8
O75691	Q96JP5
O43674	Q9BYN8
P21912	P24752
P62491	Q9UDW1
P04899	Q15149
P50570	Q8TAD4
Q16658	Q99439
P06753	Q9UHD8
P62888	Q14137
Q14137	Q9BVP2
Q92925	Q96EB6
O96008	P28288
P29692	Q12874
Q12906	Q9Y2Q5
O43396	P78371
P62736	Q13813
Q14644	Q14CB8
O43776	Q9P2J5
P07947	P36543
P62241	Q9Y4B6
P04004	P62280
P28331	P50416
O15260	Q15424
P60842	Q9NX14
P51659	P63027
P55209	Q09028
P07602	P43307
O43674	Q14197
P17568	Q14197
O96000	Q9BYD1
P09622	Q9Y6G3
P08174	Q9UP95
Q13423	Q16864
Q9BQ67	Q9P287
A9UHW6	Q9Y4Y9
Q9NQP4	Q9NUG6
O75400	Q9NVP1
Q02878	Q9P2B2
O43175	Q13243
Q06830	Q9UJC5
P49458	P60903
P35659	Q9BVK6
Q6IBS0	Q9NYH9
Q8WXA9	Q96AX1
Q15126	Q96MX6
O43314	Q8NAP8
Q8N7H5	Q9UPT8
P60866	Q9UKM9
P62314	Q15185
P56181	Q12906
P15313	Q9Y6M5
P20618	Q9Y2Z0
P33993	P60981
O43809	P08670
O00116	P22307
P11021	Q96TC7
P06576	Q9UQ80
P21796	Q14254
O95573	P11586
Q9BY44	Q9UQ80
Q92782	Q969G3
P61201	Q10713
O00217	Q8IXI1
O95486	P04080
P61964	Q96QK1
O60216	P43246
O43765	Q15436
Q16270	Q9NQC3
P00441	P32119
Q03169	Q86VN1
A8K0Z3	Q641Q2
Q12824	Q92782
O60830	Q9BYC8
Q96TC7	Q9H8Y8
Q12884	Q7Z6Z7
P39210	Q4U2R6
P14923	Q12905
P23284	Q9H0U3
P09493	P23396
P24752	Q9H4B7
P17844	P84098
P02792	Q04637
Q969F1	Q9NRY2
O96008	Q14152
P36871	P40925
P21281	P63208
P21281	P46782
O75251	P08174
O14975	P31040
P11441	P62857
Q9HCU5	Q9ULV4
P11021	Q01082
P01111	Q99536
O00571	P62280
P34931	P62491
P30044	Q6PGN9
P20671	P62847
P11142	P14859
P18583	Q9UKV3
P51665	Q9BYN0
Q9Y512	Q9Y6N5
P34931	Q9P2E9
P02452	P13489
Q00796	Q92508
O75616	Q9Y247
O43181	Q5VT66
Q6L8Q7	Q9UBZ4
P35268	Q58FG1
Q5VT66	Q9P015
Q96A35	Q96DZ1
O75616	Q96AG3
Q15427	Q9GZT3
P68363	Q96GA3
Q9NRX5	Q9UM00
Q7Z2T5	Q9BU02
Q13838	Q96A72
Q5TFE4	Q8TBC4
P15374	Q5TFE4
P21283	Q8NBM4
Q8NAP8	Q9UK45
Q17R98	Q9NRW7
O43808	Q1KMD3
P42765	Q12888
Q9H9B4	Q9UMX0
Q9Y2Q9	Q9Y6M9
P25325	P60174
P43686	Q09028
P48643	Q01130
P61247	Q96LT9
P22087	Q9NRX1
Q08945	Q96PK6
P42892	Q3ZAQ7
O43464	P49821
Q96T37	Q9NYV6
O75027	Q9NZJ7
O95400	Q9NRR5
O43809	Q99584
O60830	Q96TC7
Q15393	Q9UNL2
P52824	Q15056
O00762	P04818
O75348	Q13404
P06744	Q8WUM4
P62987	Q9Y3C8
P23528	P62987
Q7Z5K2	Q9H269
O43819	O95155
P20962	P60981
Q96AT9	Q9BV20
P63027	Q8WVM8
O14818	Q9Y3D3
P28331	Q9BYD1
Q13423	Q15637
P62753	Q15050
Q9BVI4	Q9UQR1
O15067	Q96RU2
P06576	Q15070
Q15424	Q9NP97
P52815	P84098
O00116	Q16527
P11441	Q9Y5M8
O15344	Q96T60
P38606	Q16763
P58107	Q9BR76
O60812	P07910
P07910	Q9NUN5
P35579	P61289
P11216	Q99829
O14949	Q96KA5
Q00325	Q9NRX2
P36957	Q13405
P08865	Q9H2F9
O43716	P49591
P23246	Q5SRD1
P18583	Q12899
Q05639	Q14166
Q96S82	Q9UMX0
A2A3N6	Q9Y3C8
O75663	P38606
O75312	Q9NRX4
O15116	O96028
O43390	Q9BQG0
P62888	Q92993
P09110	Q9Y277
P05387	Q71UM5
P34931	Q96S52
Q96QC0	Q9UG63
P10809	Q9NRL3
P11021	P62249
Q96FQ6	Q9NQC3
P39210	Q6NUK1
O14980	Q9H0D6
Q14247	Q8IZP0
P09110	Q9Y3A5
P13639	P37198
P49748	Q9NV88
P24752	Q14157
P00441	P67775
P39019	Q8N684
O75874	P40926
O00186	Q9Y2L1
P38606	Q9BTM9
P14866	Q8ND56
O60832	P37108
Q15942	Q96AC1
P54727	P62937
P49903	Q9GZL7
O15067	Q8IWX8
O15379	Q71U36
P30405	Q06124
P55957	Q9UHD9
P82933	Q8TAT6
O60245	P21589
P48643	Q99700
Q08J23	Q6RFH5
O00762	Q04323
P22234	P49821
Q02218	Q8N684
O95155	P82979
Q16630	Q8WZ42
P40937	Q13614
Q9NRF9	Q9P2I0
Q15291	Q96GM5
P06576	P36957
P31942	Q9UHX1
P15880	P24539
O43815	Q9BWJ5
O75533	O94842
Q12905	Q8IWA4
P50416	Q15365
O75340	Q96AE4
Q9UIA9	Q9UKI8
P50443	Q13423
P26368	Q8NBT0
P52815	P62829
P08574	Q14197
O43808	P14927
P26196	Q9GZL7
P25325	Q16831
O75436	P35998
O43819	Q9Y3A5
Q9Y277	Q9Y3A5
P58546	Q8TAT6
Q13405	Q9UMR5
P49792	Q9Y3A4
P55039	Q6PCB5
O00422	Q14978
Q03518	Q8TAE8
P68363	Q07020
O95881	Q9Y490
O43598	P22314
P04216	Q5T6F2
P45974	P62256
P62256	Q9Y3C8
Q8N1B4	Q99986
P35251	Q9BV38
P60903	Q96MX6
O00308	P62253
O43298	Q13421
Q6PFW1	Q8NAP8
O60293	Q15906
Q6PJT7	Q9BV44
O60216	Q12874
O75915	Q9BVI4
O43719	Q96HR8
P48643	Q13263
O95169	P12236
Q14197	Q969X5
P13051	Q96LR5
P49711	Q9UBW7
P22307	Q9UHD8
P07900	P49257
P55011	P55735
P04792	P46108
O14980	P50991
P12268	P62753
Q10570	Q96G25
P08174	P36543
Q14197	Q9UMR5
P07814	Q01813
Q16181	Q9UNL2
P13639	P51991
A8K0Z3	Q9Y4E1
Q15050	Q9UKV3
P06576	Q13423
O96008	Q15599
P21912	Q96S52
P11387	P12270
P62280	Q12857
P61964	P62140
P50213	Q9P2R7
P17844	P37108
P09661	P37108
P33897	Q15717
P29401	Q9Y6G9
P06576	P60660
Q14999	Q9BYD1
Q14999	Q86TS9
Q14789	Q969X5
Q9NRX5	Q9Y512
P31943	Q6NZI2
P31040	Q13501
O00267	P07900
O95817	Q99933
P04406	P51991
P82673	Q92887
P16083	P49454
Q96HY6	Q9NX62
Q96E29	Q96HY6
Q96HY6	Q9Y2Z4
O00571	P07951
P39019	Q9Y2Q9
Q9BYN8	Q9NP97
P18583	P62826
P43686	P67809
P18583	Q16181
P61224	Q12905
O60231	Q8TDG4
P34931	Q9UKB3
Q3LXA3	Q9HB07
Q8N4Q1	Q9P032
Q14004	Q96P11
Q8WU10	Q9Y333
P61020	Q8N4Q1
Q6NTF9	Q8N4Q1
Q8N4V1	Q9BYD6
P62249	Q58FG0
P61247	Q9NUG6
Q5VT66	Q96AG3
Q8N4Q1	Q9H4L4
Q8IX01	Q8N183
A1L0T0	Q07955
Q96NB2	Q9UQ53
Q8N196	Q9H3E2
P18583	Q8N183
O15400	Q8N4Q1
O15400	P04179
A2A3N6	Q9Y2Z0
Q68CZ2	Q9NZL9
O15400	Q9Y5J6
Q13263	Q14166
O00488	P18827
P07919	P36578
P52815	P58107
P35573	Q3LXA3
P51571	P62072
P52272	Q16540
O43390	P82921
Q92900	Q9H3N1
P13010	P54577
Q01081	Q8NHW5
P08069	Q9Y265
P27708	P51532
P49711	Q7Z3B3
Q9NQW7	Q9UKN8
P06576	P22626
Q5MNZ6	Q9BRA2
Q13492	Q92887
O95486	Q13200
P49815	Q9NQ88
P61599	Q99717
P52815	Q07020
P14923	P17661
Q03405	Q9BRA2
O75376	Q96GM5
P21281	P24928
Q9GZS1	Q9UKF6
Q04837	Q9H061
Q01130	Q8WVJ2
P00558	P55809
P12270	Q15019
P24534	Q9UHD9
P52597	Q9UL25
P62841	Q14197
P62826	Q13868
P26640	P27708
O75436	Q16864
O43143	Q96ST2
Q13310	Q9Y5Y2
P55036	Q9Y5Y2
Q06323	Q9Y5Y2
P20962	Q9Y5Y2
Q04637	Q13636
P63172	Q8IY67
P25815	P55036
P06702	Q9Y5Y2
O95486	Q9Y5Y2
Q9UL46	Q9UQP3
Q8WXF1	Q9UQP3
Q12789	Q14978
A5PLL7	P25325
P60903	Q5T6F2
P10599	P61086
O14530	Q8N806
Q93008	Q9Y5Y2
P18206	Q9Y3C8
Q00839	Q96I51
Q6FIF0	Q9Y4P8
Q00341	Q86UK7
O95218	Q9Y5Y2
Q86TS9	Q96DZ1
Q9H2H8	Q9Y2Z0
P17858	P57721
Q8WVJ2	Q9UNE7
P33993	P61163
P34931	P49821
O43390	Q13724
P31943	P78347
P10412	Q96G25
O00217	P61020
P28340	Q96QR8
P05556	P60981
P40926	Q9Y2Q9
P12268	Q8NHW5
P52272	P82933
P30050	Q6PD62
P24928	Q15311
P57105	Q9UBV2
P15927	P38606
Q08211	Q6NZI2
P20671	P62277
P42704	Q15436
P27695	P62314
P15880	Q16540
Q8WVJ2	Q9Y6Y8
P08574	Q03518
O75643	P50416
Q12906	Q9H9B4
O95155	P68036
P78346	Q5VZK9
Q16719	Q96EB6
P38919	Q8IXI1
O43395	Q16181
P36543	Q9BTV4
P54578	P61088
Q08AM6	Q6PFW1
Q86XP3	Q9UPW0
P08559	P31040
P07954	P36871
O43819	P52758
O43290	Q9Y2W1
P08174	Q6NUK1
O75347	Q03405
Q00839	Q9H2D1
O43464	O60313
P04792	P06753
P31327	Q15365
P07942	P10809
P78344	Q9BY77
P29692	Q14315
P11498	P49411
P08865	Q13151
P62081	Q13838
Q07955	Q15388
O96008	Q01085
Q13492	Q16864
P62736	Q99439
P00558	Q9H3K6
P27694	Q9Y570
O76021	Q96PK6
Q12906	Q9NRX2
O75506	Q9P2E9
Q8IY81	Q96PK6
P62249	Q9NQ39
P63220	Q9H2F9
P61247	Q9UMX5
Q96FN4	Q96FQ6
P50454	Q32P51
Q9BSJ8	Q9BWM7
P22626	Q9GZT3
Q15149	Q9NWH9
O43175	P18583
Q53GS9	Q9Y5B9
P01111	Q86XZ4
Q13813	Q9UMX5
Q96DA6	Q9NWH9
Q13769	Q8N806
P0C7P4	Q13228
Q86VM9	Q96PK6
Q99536	Q9BQ24
O95486	Q9Y6A5
P49821	Q8WX93
P31930	Q15149
P28070	P67809
O43396	P50991
P20618	P62244
P62269	Q93050
O96006	P21281
P61201	Q9Y4H2
P12236	P31930
P68036	Q04323
Q16864	Q9BR76
P07919	P24534
O43776	P54136
Q6RFH5	Q99536
O96008	P37802
P42765	Q99798
Q9NUT2	Q9NX62
P47897	Q9Y3D9
O96008	P50454
P21796	Q9H845
P53621	Q9UHD8
P26447	P62306
Q13011	Q9BUJ2
P43246	Q14103
P57740	Q16630
P11940	P25705
O43752	Q8TDX6
O75396	Q9UBQ0
P50454	Q96KR1
Q14197	Q15056
P52272	Q9Y5J7
O94842	Q9BWJ5
P24534	Q8NHW5
P10809	Q15181
P26640	Q9P2J5
O75083	P51668
Q96FV9	Q96NB3
O43615	Q9Y3A5
Q9H267	Q9Y5X3
P82921	Q9BU61
P22087	Q9UQ35
P02545	Q15233
Q92747	Q96KP4
Q08211	Q49A26
P41208	Q86UY6
Q5TFE4	Q9GZT8
P36871	Q9NQR4
P61019	Q9UHA4
P68104	Q6P1L8
Q00325	Q8TCC3
P22307	Q96E11
P62851	Q9H009
Q9UHD8	Q9UK76
P41208	Q53GS9
P84103	Q9UQ90
P35270	P46108
P35270	Q9Y3A5
Q13813	Q9NUU7
Q53S58	Q9NQR4
A5PLL7	Q9NQR4
Q9BV44	Q9UI30
P22307	Q8TAP9
P35244	Q9H3U1
Q9H3U1	Q9Y5K5
Q04837	Q96TA2
P38159	Q86VM9
O43709	Q14202
O95155	Q9UBQ0
O14907	P42765
P43246	Q9Y5B9
Q15758	Q8NE86
P18859	Q99497
Q9HD15	Q9NPD8
Q00325	Q8NFJ5
P04792	Q9Y508
O75533	P10646
P39210	Q13421
P52815	P62424
O95166	Q9BVA0
P68400	Q9P1T7
P24539	P31040
Q01831	Q02880
Q8WVJ2	Q9BRT9
Q92747	Q9NTK5
P09382	P11021
P62333	Q15019
Q92887	Q9Y2Q9
P05141	P50995
Q8WVJ2	Q92882
Q9BUJ2	Q9Y512
Q96Q11	Q9BRA2
P15121	Q00796
P49750	Q6NUQ1
P63104	Q9BYX7
P08670	P40227
P08174	Q13492
Q04941	Q8WVJ2
O60832	Q9Y333
O60506	Q9Y2Q9
P50914	Q15185
Q9P032	Q9UKV3
P31040	P49821
O14980	Q9Y6M5
P21912	Q9NQ50
P67936	Q13561
O75955	Q96DV4
O60216	Q6KC79
O75340	O94905
P34931	P49792
Q96KR1	Q9Y6G9
P54727	Q9NR45
Q13243	Q15526
O75746	Q9BRQ6
Q8N684	Q9Y282
Q5T0N5	Q96BR5
O75955	Q16790
P09622	Q92820
Q96A26	Q9UJ83
Q7Z478	Q99871
Q08211	Q8TDG4
P17661	Q58FG0
P08238	Q58FG0
P07099	Q96IR7
Q96A26	Q96ST2
Q7Z478	Q8NBL1
P13995	Q7Z478
P46087	Q5SSJ5
Q8NF37	Q96CS3
P13667	P19022
O43852	Q969G5
A8MQ03	P79522
O43242	P67775
Q9BRQ6	Q9P035
P26599	P62820
A8MQ03	Q96TC7
P51991	P62820
P62263	Q5SSJ5
Q9HC36	Q9Y2R9
Q13228	Q96BR5
Q15436	Q9Y4J8
Q16629	Q5SSJ5
P50454	Q9BSE5
O43390	Q7Z7N9
P51668	Q9UJC5
P04004	Q5SSJ5
Q5SSJ5	Q86VM9
Q17R98	Q8N2C7
Q15942	Q96S82
Q12905	Q14197
O14907	P10599
P14625	P63244
P58107	Q9NQC3
O75396	Q9Y5J7
P18887	Q9UNS1
O75400	P46781
O75351	P40818
Q9Y3C0	Q9Y4E1
P63279	Q86V81
Q86V81	Q92889
P49790	Q07021
P06576	Q71U36
P52597	Q9P032
Q96GD0	Q9ULK4
O14686	P61244
O43390	P05783
O14949	Q96EY1
P35269	P38432
Q01130	Q16864
P12236	P56181
P62847	Q9UMS4
O94905	Q8NE86
Q3ZCQ8	Q9H845
P17980	P31948
Q15084	Q9UPN3
Q14247	Q15233
O75369	Q9UHD8
P20645	Q02878
O95425	P19404
Q71U36	Q99460
P50225	Q15185
O60869	P51553
O60828	Q8IWZ8
P61513	Q12857
Q01085	Q9NR56
O00571	Q16864
P07900	P62750
P07900	P47914
O43809	P57772
Q3ZAQ7	Q9P0T7
P57105	Q92887
P52597	P61106
O75475	P38919
P49458	Q15637
Q02218	Q96DV4
P43307	Q8TCT9
O43181	Q15388
Q04941	Q8IXM3
P30876	Q9H1D9
Q9GZL7	Q9H832
O75475	Q9Y5B9
O95071	Q16864
O00762	P22061
Q8WUM0	Q92499
O96006	Q12792
Q14241	Q9NYV4
O94776	P52272
P52272	Q12789
O75874	P54819
Q14247	Q9BR76
P32119	Q99497
Q3ZAQ7	Q9UHD8
P63027	Q3ZCQ8
Q16543	Q9UK32
O15379	Q12873
Q01105	Q9NU22
O14980	Q86UE8
O96008	P09234
Q12965	Q5VTR2
Q16626	Q9C005
P21912	Q9NX40
O00330	Q5VT66
O60568	P10809
Q53FA7	Q6P9B6
P39019	Q9NYT0
Q99962	Q9UI26
Q00325	Q9UQ90
Q99611	Q9Y5S9
P57105	Q9H9J2
O15305	Q9UI15
P68363	Q15293
P62917	Q9BQE3
Q9BUF5	Q9Y617
P21589	Q53S58
Q99436	Q9NYL9
P04818	P61081
Q05086	Q9Y5L0
Q9NX55	Q9UMX0
Q15029	Q5T4S7
P15374	Q96S82
P04818	Q9Y3C8
P63027	Q12931
O43709	Q6PFW1
O75351	Q52M93
Q9UBX3	Q9UPT8
Q5T6F2	Q6PJT7
P17028	P25490
Q12906	Q9NS69
Q00796	Q8NFF5
Q8N4V1	Q99805
P25205	Q06203
P49006	Q9NWU5
Q8WVM8	Q9BYC8
Q9H0D6	Q9UIA9
P31948	P62333
P61960	Q01085
P09661	Q96FQ6
P22695	P35232
Q9BR76	Q9Y4R8
O43290	Q15019
P55072	Q99757
Q14686	Q96RN5
Q8IVS2	Q9BTV4
Q12906	Q15005
P37837	Q99497
Q00403	Q9Y4Y9
O43143	P35268
O60506	P60866
P29966	Q16643
Q92769	Q9C005
O43809	Q92769
Q86TB9	Q9BVI0
P32119	P99999
P21796	Q9UQ53
P25705	P60842
P61088	P61160
P07602	Q9Y2W1
P55084	Q9H4B7
P63027	Q9UHA4
Q09028	Q9UNM6
O14979	Q16763
Q70J99	Q9H9H4
Q14204	Q32MZ4
Q15648	Q8WTS6
P28331	Q8IXI1
P35998	P67936
O43166	Q6UX04
Q3ZAQ7	Q9Y639
O43765	Q16719
P00441	P62937
Q15067	Q9UBQ7
O14980	Q9H9H4
Q16531	Q9NQC3
P10606	Q9Y6H1
Q01844	Q92769
Q9HC98	Q9Y315
A8MXV4	P61916
Q8TAE8	Q9Y3E5
P06454	P62937
Q12906	Q8WU10
Q5SSJ5	Q96PK6
Q15056	Q9H9J2
O00584	P49821
P84103	Q9NVP1
Q70UQ0	Q96NB2
Q9BYN0	Q9UBT2
P60981	Q9BQE3
Q14152	Q9BUF5
Q5QJ38	Q86U86
Q6YHU6	Q9UGI8
P33527	Q9NZR1
Q5JTV8	Q96IR7
Q12874	Q9UJT2
O95801	Q12874
P0C7P4	Q9H845
P13051	P52888
O43175	Q9BVJ6
P21281	Q9UBT2
Q07955	Q9BV38
Q5TC82	Q9UGR2
O76080	Q8WVY7
O75312	Q9UGI8
O43390	Q9BYN8
P49327	P50402
Q8TAQ2	Q9Y265
P82979	Q01085
O00217	P38646
P35241	P52597
P26038	Q96FQ6
Q8IXI1	Q9Y512
O43678	Q14197
P12956	Q02241
O43808	Q9Y512
O15160	P23588
P54289	Q8TCJ2
P49754	Q13426
Q9UI12	Q9Y6I4
Q92804	Q9BVK6
P15170	P78371
O95602	Q9ULG1
P10809	P82979
Q16795	Q7KZN9
P21796	P51649
P28482	Q00613
P45983	Q00613
O00763	P50747
P50747	P50747
O15294	Q04206
O15294	O95644
P0DMV8	P11142
P08238	P0DMV8
P0DMV8	P10809
P0DMV8	P54652
P0DMV8	P17066
P0DMV8	P68104
P0DMV8	P34931
P0DMV8	P35579
P0DMV8	Q01130
P0DMV8	Q9UJZ1
P0DMV8	Q15233
P0DMV8	P67809
P0DMV8	P31327
P0DMV8	Q92499
P0DMV8	Q9Y2V2
P0DMV8	P11021
P0DMV8	P25705
P0DMV8	Q92616
P49756	Q16637
Q13243	Q16637
P12532	P78318
P0DMN0	P28070
P0DMN0	P49721
P0DMN0	Q96C45
O75628	P0DMN0
Q8WVJ2	Q9Y536
P0DP23	P63027
P0DP24	P63027
P0DP25	P63027
P06401	P12956
P06401	P13010
P19419	P45984
P15336	P53779
P19419	P53779
P06401	P78527
P12956	P12956
P13010	P13010
P06401	P09874
P17535	P45984
P31749	Q99623
P06400	Q00577
P15172	Q99623
Q02078	Q99623
Q15004	Q9UK53
O14757	Q04206
P42771	Q13535
Q13535	Q8N726
P22607	P22607
P01344	Q6UW60
P28482	Q9H8Y8
Q16539	Q9H8Y8
P45983	Q9H8Y8
O96017	Q9Y3F4
P27986	Q09472
Q12983	Q15382
O60238	Q15382
Q15382	Q9UI14
Q13111	Q99684
P27540	Q9UBP5
P27540	Q9Y5J3
Q9GZX7	Q9GZX7
O00629	Q9GZX7
P52292	Q9GZX7
O14980	Q9GZX7
Q9BQ95	Q9Y375
P11142	Q12809
P31689	Q12809
P31948	Q12809
O95816	Q12809
Q12809	Q14318
P49450	Q9Y5B9
P49450	Q08945
P49450	Q03188
P16104	P49450
P0C0S5	P49450
P0C0S5	P68431
O75367	P68431
O75531	P68431
P68431	Q02539
P68431	Q8N257
P49450	Q02539
P49450	Q16777
P49450	Q8N257
Q03188	Q9NSP4
Q92674	Q9NSP4
Q96BT3	Q9NSP4
Q96H22	Q9NSP4
Q8N0S6	Q9NSP4
Q9BU64	Q9NSP4
Q9BS16	Q9NSP4
Q6IPU0	Q9NSP4
Q7L2Z9	Q9NSP4
Q92674	Q96H22
Q8N0S6	Q96H22
Q96H22	Q9BS16
Q6IPU0	Q96H22
Q7L2Z9	Q96H22
Q96H22	Q9H3R5
Q71F23	Q92674
Q71F23	Q96H22
Q71F23	Q8N0S6
Q71F23	Q9BS16
Q71F23	Q9NSP4
P67775	Q96GD4
P18074	Q96T76
P32780	Q96T76
P19447	Q96T76
O43318	Q96EX3
Q96EX3	Q9Y4K3
Q8N5C8	Q96EX3
Q96EX3	Q9NYJ8
O14519	O75956
O14733	P45985
P05412	P45985
O14733	P05412
O00401	P07900
O00401	P08238
O00401	P12931
O14980	P35232
P38398	Q9NRF2
P05067	P05067
O14893	P57678
O14893	Q9NWZ8
O14893	Q9H840
O14893	Q9Y3F4
Q8TEQ6	Q8WXD5
P49458	Q9UHB9
P49458	P61011
P49458	Q16637
O14893	P49458
P49458	Q9UHI6
P49458	P57678
P49458	Q8TEQ6
P61011	Q9UHB9
P37108	P61011
P61011	Q16637
O14893	P61011
P61011	Q9UHI6
P57678	P61011
P61011	Q8TEQ6
Q16637	Q9UHB9
P09132	Q16637
P00533	Q8NER1
P22681	Q8NER1
O95155	P33981
O95155	P30260
P03372	P49815
P31749	Q92831
P31749	Q96EB6
O43524	P31749
Q15118	Q92831
P42345	Q15208
Q15208	Q6R327
Q15208	Q9BPZ7
Q96BI3	Q96BI3
P49810	P49810
Q8WW43	Q92542
Q8WW43	Q9NZ42
P49768	Q8WW43
P49810	Q8WW43
O00141	P10636
P10636	P23443
P10636	Q15418
P10636	P51812
P10636	Q14289
O75582	P10636
P10636	Q9UQM7
Q13153	Q9UHD1
O43379	P45983
O14733	Q9NNW5
P31483	Q9NNW5
P45983	Q9NPI6
O60583	Q16512
P52292	P62826
P55060	P62826
P35869	Q16594
P35869	P49848
O00268	P35869
Q8WX92	Q8WX92
O00267	Q8WX92
P35869	Q15788
P24928	Q8WX92
O43663	P24941
O43663	P24864
O43663	P20248
O43663	P14635
O43663	P06493
P06400	P14635
Q00534	Q02539
O95999	P45984
O43318	O95999
O14733	O95999
P09874	P29466
P01584	P29466
P24385	Q08999
P30281	Q08999
Q08999	Q6NUQ1
Q08999	Q6IC98
P52954	Q08999
Q08999	Q14203
P07864	Q08999
P28749	Q6NUQ1
P06400	Q6NUQ1
Q08999	Q92878
P01100	P06400
P11802	P17480
P17480	P24385
P17480	P24941
P17480	P24864
P14136	Q96GD4
P17661	Q96GD4
O43318	Q9UL54
O43318	Q7L7X3
P04637	P35226
P04637	Q06587
P04637	Q99496
O14593	O14593
O14593	P04049
P04626	Q13882
Q13882	Q13882
P04198	P42771
P04198	Q8N726
P28482	P40763
P17252	Q15311
O15269	O95477
P06493	P20700
P05771	P05771
P05771	P07305
Q8ND04	Q96Q15
Q96Q15	Q9H0W8
Q8ND04	Q9H0W8
Q8ND04	Q92900
Q92900	Q9H0W8
Q92900	Q9Y5S9
P62913	Q92900
P62753	Q92900
P13639	Q92900
P15170	Q92900
P62424	Q92900
P23396	Q92900
Q09161	Q92900
P52298	Q92900
P38919	Q92900
P61326	Q92900
Q96Q15	Q9Y5S9
Q8ND04	Q9Y5S9
Q9H0W8	Q9Y5S9
Q9HAU5	Q9Y5S9
P15170	Q9Y5S9
Q07352	Q9Y5S9
P62913	Q9Y5S9
P62249	Q9Y5S9
P06127	P68400
P00533	P03372
P14921	Q99814
O60674	P30556
P11802	P28340
P28340	P30281
P24941	P28340
P24864	P28340
Q15370	Q8TEY7
P42771	Q16665
Q16665	Q8N726
O43303	P24941
O43303	P06493
O43303	P23258
P42773	Q13315
P42773	Q13535
P03372	Q9H1R3
P03372	P05089
P03372	Q02413
P03372	Q16665
P03372	P53675
P03372	P37235
P03372	P05090
P03372	P50454
P03372	Q9BRD0
O43823	P03372
P03372	Q9NVI7
P03372	Q9NYF8
P03372	Q6PJG2
P03372	Q14444
P03372	Q00610
P03372	Q9NVP1
P03372	Q9NR30
P03372	Q96GQ7
O43143	P03372
P03372	Q08211
O60832	P03372
P03372	Q01844
P03372	P21333
P03372	Q8IY81
P03372	P35637
P03372	Q9BVP2
P03372	Q9BZE4
P03372	P51991
P03372	P52597
P03372	P61978
P03372	P52272
O43390	P03372
P03372	P09651
P03372	Q32P51
P03372	Q12905
P03372	P14923
P03372	P46013
P03372	Q9BQG0
