Q96FF9	Q9BYX7
O15145	P19320
P19320	P55884
P19320	P55196
P19320	Q9ULV4
P19320	P62851
O75489	P19320
P19320	Q9UKM9
P19320	P35580
P19320	P61225
O43143	P19320
P19320	P30048
P19320	P31946
P19320	P42766
P12829	P19320
P13645	P19320
P19320	Q9BZE4
P19320	P49915
P19320	Q8NDX9
P19320	P67870
O76003	P19320
P19320	Q9BUL8
P19320	P52907
P19320	P26196
P19320	P46778
P07195	P19320
P19320	P60660
P19320	P62847
P19320	Q9HB71
P19320	Q8N684
P19320	P24534
P19320	P54920
P19320	P62906
P19320	Q9Y3B4
P19320	Q9Y5A9
P19320	Q86V81
P19320	P30626
P19320	P62081
P07355	P19320
P19320	Q15691
P08708	P19320
P05556	P19320
P19320	Q16658
P16401	P19320
P19320	P40926
P19320	P25205
P19320	Q15942
P19320	Q9Y490
P19320	Q96CW1
P06748	P19320
P19320	Q86UX7
P19320	P63010
P19320	P47756
P19320	Q07020
P19320	P50914
P19320	P46777
P19320	Q14204
P15880	P19320
P19320	P62249
P0DMV9	P19320
P0DMV8	P19320
P19320	Q12905
P19320	P83731
O14818	P19320
P19320	P61247
P19320	Q92616
P07737	P19320
P19320	P62829
P05388	P19320
P19320	P49411
P19320	P62280
P19320	P49368
P19320	Q06830
P19320	Q9P0L0
P19320	P36578
P19320	P60842
P02786	P19320
P19320	P48643
O43707	P19320
P19320	Q13492
P19320	Q14974
P04264	P19320
P19320	P23528
P19320	Q9HAV4
P19320	P40227
P19320	P29692
P11388	P19320
P19320	P38159
P19320	Q99832
P07900	P19320
P19320	P46783
P19320	Q00610
P19320	Q15717
P19320	P30050
O60814	P19320
P19320	P35232
P19320	P27105
O95782	P19320
P19320	Q14315
P19320	P21333
P19320	Q13347
P19320	Q08J23
O15357	P19320
O43488	P02751
P02751	P08779
P02751	Q9Y6M1
P02751	P22061
P02751	P53990
P02751	P63220
P02751	Q04637
P02751	P07384
P02751	Q92945
P02751	P06493
P02751	P26640
P02008	P02751
P02751	P69905
P02751	Q9Y262
O75643	P02751
P11586	P19320
P19320	P54136
P19320	Q8N1F7
O00459	P19320
P19320	Q9Y5K6
P19320	P22061
P19320	P53990
P19320	P63220
P19320	Q04637
P07384	P19320
P19320	Q92945
P06493	P19320
P19320	P26640
P19320	P56385
P15153	P19320
P01857	P19320
O00560	P19320
P02008	P19320
P19320	P69905
P19320	Q9Y262
O75643	P19320
P19320	Q9H583
P19320	P53621
O60493	P19320
P02100	P19320
P19320	Q9H444
P19320	P69892
P19320	Q8WUM4
P02751	P39656
P02751	P15559
O76021	P02751
P02751	P98179
P02751	P35249
P02751	Q14011
P02751	P31040
P02751	P78344
P02751	Q16698
P02751	Q9NR56
P02751	P50570
P02751	Q14157
P02751	P60866
P02751	P56192
P02751	P55060
P02751	Q96PK6
P02751	P62306
P02751	P05141
P02751	P10768
P02751	Q99661
P02751	Q13310
P02751	Q9NZI8
P02751	P82979
O75367	P02751
O14776	P02751
P02751	Q99729
P02751	Q8IY67
P02751	P09496
P02751	P42677
P02751	Q99623
P02751	P11940
P02751	P20700
P02751	Q96I24
P02751	Q01844
P02751	P04792
P02751	P33992
O43684	P02751
P02751	P33993
P02751	P63244
P02751	P52272
P02751	P62244
P02751	Q6P2Q9
P02751	P32969
P02751	P62701
P02751	P41252
P02751	P16402
P02751	P78527
P02751	P61254
P02751	Q01085
P02751	P25398
P02751	Q13151
P02751	P27635
P02751	P68104
P02751	Q9BSD7
O43809	P02751
P02751	P60709
P02751	P62424
P02751	P23396
P02751	P08238
P02751	P61160
P02751	P32119
P02751	Q96AE4
P02751	P38919
P02751	P31942
P02751	P22626
P02751	P07741
P02751	P49327
P02751	P09874
P02751	Q9NVI7
P02751	P07814
P02751	P62888
P02751	P62263
P02545	P02751
P02751	P62826
P02751	P62913
P02751	P54577
P02751	P08727
P02751	P23246
P02751	P07910
P02751	P20671
P02751	P11142
P02751	P62979
P02751	P0CG47
P02751	P0CG48
P02751	P04632
P02751	P62314
P02751	P14868
P02751	Q15233
P02751	Q9BV40
P02751	P07437
P02751	P39023
P02751	P46782
O15371	P02751
P02751	Q08211
P02751	Q96EP5
P02751	P55072
P02751	Q9P2J5
P02751	P26599
P02751	P05198
P02751	P26373
O00571	P02751
P02751	P62753
P02751	P42704
P02751	P09651
P02751	P62857
P02751	Q92841
P02751	Q9BWF3
P02751	Q71DI3
P02751	P62316
P02751	Q15366
P02751	P17844
P02751	Q13283
O43390	P02751
P02751	Q15365
P02751	P38646
P02751	Q14152
P02751	Q14103
P02751	P26641
P02751	P14866
P02751	P62937
P19320	Q16698
P19320	Q9NR56
P19320	P50570
P19320	Q14157
P19320	P60866
P19320	P56192
P19320	P55060
P19320	Q96PK6
P19320	Q9NZI8
P19320	Q8IY67
P09496	P19320
P19320	P42677
P19320	Q99623
P11940	P19320
P19320	P62993
P19320	P20700
P19320	Q96I24
P19320	Q01844
P04792	P19320
P19320	P33992
O43684	P19320
P19320	P33993
P19320	P63244
P19320	P52272
P19320	P62244
P19320	Q6P2Q9
P19320	P32969
P19320	P62701
P19320	P41252
P16402	P19320
P19320	P78527
P19320	P61254
P19320	Q01085
P19320	P25398
P19320	Q13151
P19320	P27635
P19320	P68104
P19320	Q9BSD7
O43809	P19320
P19320	P60709
P19320	P62424
P19320	P23396
P08238	P19320
P19320	P61160
P19320	P32119
P19320	Q96AE4
P19320	P38919
P19320	P31942
P19320	P22626
P07741	P19320
P19320	P49327
P09874	P19320
P19320	Q9NVI7
P07814	P19320
P19320	P62888
P19320	P62263
P02545	P19320
P19320	P62826
P19320	P62913
P19320	P54577
P08727	P19320
P19320	P23246
P07910	P19320
P19320	P20671
P11142	P19320
P19320	P62979
P0CG47	P19320
P0CG48	P19320
P04632	P19320
P19320	P62314
P14868	P19320
P19320	Q15233
P19320	Q9BV40
P07437	P19320
P19320	P39023
P19320	P46782
O15371	P19320
P19320	Q08211
P19320	Q96EP5
P19320	P55072
P19320	Q9P2J5
P19320	P26599
P05198	P19320
P19320	P26373
O00571	P19320
P19320	P62753
P19320	P42704
P09651	P19320
P19320	P62857
P19320	Q92841
P19320	Q9BWF3
P19320	Q71DI3
P19320	P62316
P19320	Q15366
P17844	P19320
P19320	Q13283
O43390	P19320
P19320	Q15365
P19320	P38646
P19320	Q14152
P19320	Q14103
P19320	P26641
P14866	P19320
P19320	P62937
O15111	Q9ULZ3
O14920	Q9ULZ3
P42680	Q9H204
P07947	Q9H204
P12931	Q9H204
Q92882	Q9H204
Q06187	Q9H204
P06241	Q9H204
P42684	Q9H204
Q9H204	Q9Y5X1
O15259	Q9H204
O43586	Q9H204
Q92783	Q9H204
O00459	Q9H204
P27986	Q9H204
Q12774	Q9H204
P78352	Q9H204
P08631	Q9H204
O76041	Q9H204
Q5TCQ9	Q9H204
Q9GZV5	Q9H204
Q96PU5	Q9H204
P04637	P42345
A7MCY6	Q9H6S1
Q9H6S1	Q9H6S1
A7MCY6	A7MCY6
P19474	Q01973
Q01973	Q14149
Q01973	Q86TI0
O60343	Q01973
O14836	Q99836
O00463	Q02223
Q02223	Q9Y4K3
O14836	Q9NWZ3
O14836	P51617
Q8N122	Q96EB6
P42345	Q96EB6
O43464	P68133
O43464	Q71U36
O43464	P07437
O43464	Q9BUF5
O43464	P08670
O43464	O94788
O43464	Q99714
O43464	Q04637
O43464	P68104
O43464	Q13263
O43464	P27708
O43464	O75351
O43464	Q8N163
O43464	Q6P996
O43464	Q6P474
Q71DI3	Q9Y4C1
P10275	Q9Y4C1
P14678	Q9Y333
O95777	P14678
P62314	Q01081
P62310	P62314
P62316	Q9Y333
P62316	Q8TBK6
P62306	P62308
P09661	P62306
P62306	Q9UHX1
P62306	Q9BXP5
P62306	Q13243
P62306	Q9Y4Y9
P62306	P62312
P62306	Q9UK45
P62308	P62310
P08621	Q8IWX8
O14744	P08621
P09012	P26368
P09012	P61978
P09012	Q9BTD8
P09012	Q9UKA9
P09234	P98175
P09234	Q12906
P09234	Q9BRX9
P09234	Q86XP3
P09234	Q9BUJ2
P09234	Q8N302
P09234	Q9BWF3
P09234	Q9BQA1
P09234	Q14103
P09234	P52597
P09234	P55795
O75525	P09234
O43251	P09234
O75943	P12830
P16333	Q71U36
P12931	Q9NQI0
P12931	Q4V348
P12931	P13645
P08631	P60709
P08631	Q96T51
P15336	P19367
P15336	P21796
P19367	P21796
P15336	Q02156
P49593	Q9UK73
P12544	P12956
P12544	P13010
P53778	Q16512
P52564	P53778
Q15759	Q16512
P46734	Q16512
P52564	Q16512
O75400	O75400
O75400	Q15459
O75400	Q13435
O75400	Q01081
O15042	O75400
O75400	Q8IWX8
O75400	Q14498
O75400	Q8TAD8
O75400	Q9Y388
O75400	Q14562
O75400	Q13427
O75400	Q70Z53
O75400	Q8N5F7
O75400	Q8TBK6
P49756	Q86U06
P49756	Q8WWY3
O43290	P49756
P08579	Q8IWZ8
P08579	Q9BUJ2
P98175	Q15459
Q15459	Q15637
Q15459	Q86XP3
Q15459	Q9BQA1
O43251	Q15459
O14744	Q12874
O75533	Q96I25
O43660	O75533
O75533	Q8TAD8
Q01081	Q13435
P07910	Q13435
Q13435	Q6P2Q9
O75643	Q13435
Q13435	Q9Y333
P62310	Q13435
O43395	Q13435
Q13435	Q9HCS7
O60231	Q13435
O95391	Q13435
Q13435	Q9Y5S9
Q13435	Q70Z53
Q13435	Q96NB3
Q13435	Q15366
Q13435	Q96GM8
Q13435	Q96N46
Q13435	Q8TBK6
O15541	Q13435
Q15393	Q9Y3C6
P04792	Q15393
Q15393	Q96GM8
Q15427	Q8IWX8
P98175	Q15427
Q15427	Q15637
Q13247	Q15427
Q15427	Q6P2Q9
Q15029	Q15427
O75934	Q15427
Q15427	Q9BRX9
Q15427	Q86XP3
Q15427	Q92841
Q15427	Q9BUJ2
Q15427	Q9BWF3
Q15427	Q9BQA1
Q14103	Q15427
P52597	Q15427
P31943	Q15427
O43143	Q96I25
O43143	P98175
O43143	P52756
O43143	Q8IWZ8
O43143	Q86XP3
O43143	Q13595
O43143	Q8N5F7
O15042	Q96I25
Q15637	Q96I25
Q8IWZ8	Q96I25
Q96I25	Q9P013
Q96I25	Q9UHR5
O43395	O75940
P26368	Q8IWX8
P26368	Q8IX12
P26368	P98175
P26368	Q8IWZ8
P26368	Q13151
P26368	Q92841
P26368	Q9UHR5
P26368	Q9BWF3
P26368	Q14103
P26368	Q96PU8
O75525	P26368
P26368	Q07666
O43251	P26368
Q01081	Q8IWX8
P98175	Q01081
O43172	Q01081
Q01081	Q8NAV1
P55081	Q01081
Q01081	Q92620
Q01081	Q15287
Q01081	Q70Z53
Q01081	Q8N5F7
Q01081	Q96GM8
Q01081	Q8TBK6
P11940	Q01081
Q01081	Q96SB4
P78362	Q01081
P78362	Q7L014
O15042	P98175
O15042	P52756
O15042	Q8WYA6
O15042	Q86XP3
O15042	Q13595
Q8IWX8	Q8IX12
Q86U06	Q8IWX8
Q14498	Q8IWX8
O43290	Q8IWX8
Q8IWX8	Q8NAV1
Q8IWX8	Q8TAD8
Q14562	Q8IWX8
Q15287	Q8IWX8
Q70Z53	Q8IWX8
Q8IWX8	Q9Y580
Q8IWX8	Q9NWB6
Q8IWX8	Q8N302
Q8IWX8	Q8WUA2
Q8IWX8	Q8WVK2
P31942	Q8IWX8
Q8IWX8	Q96N46
P63244	Q8IWX8
Q8IWX8	Q9NQ29
Q9UHX1	Q9UKA9
O43684	Q8N5F7
P98175	Q8IX12
P61978	Q8IX12
O15541	Q8IX12
P98175	P98175
P98175	Q15637
P98175	Q8IWZ8
P98175	Q13247
P98175	Q9UMS4
P98175	Q92733
P98175	Q13123
P98175	Q92620
P17844	P98175
P61978	P98175
P98175	Q9BWF3
P55795	P98175
P98175	Q92917
P26599	P98175
Q15637	Q15637
Q12906	Q15637
O75934	Q15637
Q15637	Q9BRX9
Q15637	Q9Y580
P61978	Q15637
Q15637	Q9BUJ2
Q15637	Q9BWF3
Q15637	Q9BQA1
P52597	Q15637
P31943	Q15637
P55795	Q15637
P52756	Q12906
O95777	P52756
P52756	Q9UMS4
P52756	Q9Y2W2
P52756	Q9BQA1
O43719	Q08170
Q14498	Q86U06
Q86U06	Q9BWF3
O14744	Q86U06
Q86U06	Q96PU8
O43251	Q86U06
P78362	Q86U06
O43395	Q14498
Q14498	Q8NAV1
Q14498	Q9UHR5
P55795	Q14498
Q14498	Q8N5F7
Q14498	Q96GM8
Q14498	Q96N46
Q14498	Q8TBK6
O15541	Q14498
P78362	Q14498
Q15717	Q15717
P61978	Q15717
P26599	Q15717
Q12906	Q9HCS7
Q12906	Q96NB3
P55795	Q12906
O15541	Q12906
P62310	P67809
P67809	Q2TAY7
P11142	Q9BXP5
P61978	Q9BXP5
Q07955	Q13151
Q07955	Q08170
O75494	Q07955
P84103	Q8NAV1
P84103	Q01130
Q13242	Q9BUJ2
P62995	Q13247
Q13247	Q96GM8
Q8TAD8	Q9UQ35
Q08170	Q9UQ35
Q96N46	Q9UQ35
Q13151	Q14011
P55795	Q13151
P31942	Q13151
P09651	Q9Y3C6
P09651	P62995
P07910	Q14103
P07910	Q9UKA9
P07910	Q92879
P61978	Q9UKM9
Q96PU8	Q9UKM9
Q07666	Q9UKM9
Q92879	Q9UKM9
Q09161	Q53F19
O75934	Q6P2Q9
O95391	Q6P2Q9
Q6P2Q9	Q9BRX9
Q6P2Q9	Q96NB3
Q15365	Q6P2Q9
P55795	Q6P2Q9
Q6P2Q9	Q92917
O75643	O95777
O15541	O75643
O95777	Q15029
Q13123	Q15029
P04792	Q15029
O94906	Q13123
Q92733	Q9Y333
P54105	Q9Y333
O95777	P62310
P62310	Q9BRX9
P62310	Q13769
P62310	Q9BQA1
P54105	P62310
Q2TAY7	Q9Y4Z0
Q96GM8	Q9Y4Z0
P54105	P62312
O95777	Q2TAY7
O43395	Q8WYA6
O43395	Q8TAD8
O43395	P55081
O43395	O95391
O43395	Q70Z53
O43395	Q15365
O43395	Q8N5F7
O43395	Q8TBK6
O43172	Q92917
O43447	O95816
Q8WWY3	Q9BWF3
P55795	Q8WWY3
P63244	Q8WWY3
P55769	Q13573
O43290	Q13573
O43290	P55081
O43290	Q08170
O43290	Q8TBK6
Q8NAV1	Q8NAV1
Q14562	Q8NAV1
Q15287	Q8NAV1
Q13427	Q8NAV1
Q08170	Q8NAV1
Q8NAV1	Q8TBK6
Q8NAV1	Q96SB4
P78362	Q8NAV1
Q92733	Q9UMS4
P04792	Q9UMS4
O60508	Q9UMS4
Q86XP3	Q9UMS4
P11142	Q8N163
Q8WYA6	Q9Y2W2
Q13573	Q8WYA6
P41223	Q8WYA6
Q13123	Q8WYA6
Q12972	Q8WYA6
P61978	Q8WYA6
Q8WYA6	Q9H0G5
Q8TBK6	Q8WYA6
P78362	Q8WYA6
Q8WYA6	Q9NQ29
P17844	Q9Y2W2
O60306	O60828
O60828	Q9BQA1
O60828	P55795
Q13356	Q92733
Q92733	Q96GM8
O60306	Q9NW64
Q9BUJ2	Q9NW64
Q9BWF3	Q9NW64
O43251	Q9NW64
Q9HCS7	Q9ULR0
Q13573	Q9HCS7
Q13123	Q9HCS7
O60231	Q9HCS7
Q8WUD4	Q9BZJ0
Q9ULR0	Q9ULR0
Q14562	Q9ULR0
Q13573	Q8TAD8
P55081	Q13573
Q13573	Q96NB3
Q13573	Q9H5V9
Q13573	Q96N46
Q9BRX9	Q9Y3C6
Q13769	Q9Y3C6
Q12972	Q9Y3C6
Q9BUJ2	Q9Y3C6
Q9BQA1	Q9Y3C6
Q9BTD8	Q9Y3C6
O60306	Q9BRX9
O60306	Q96NB3
O60306	Q9BWF3
O60306	Q9BQA1
P55081	Q8TAD8
Q13123	Q8TAD8
Q53F19	Q8TAD8
Q8TAD8	Q96N46
Q8TAD8	Q8TBK6
