O75144	Q5TFQ8
P35222	P52951
P08620	P98161
P29374	Q9H2G4
O43240	P35030
Q13557	Q6PHR2
O00187	Q8IYP2
O43240	Q8IYP2
P00750	Q8IYP2
P03951	Q8IYP2
Q16651	Q8IYP2
P00750	Q9H2R5
P05981	Q9P0G3
Q9BZJ3	Q9UKR0
P56945	Q9UKS6
Q6PHR2	Q9UQM7
O00391	P30040
O15075	P61586
O75144	Q8IXA5
O60229	Q99418
Q09470	Q9NZV8
O15075	Q13418
P42081	Q04206
P16298	Q66LE6
P01112	Q9HCE6
O14983	Q12767
O95390	P05019
P16333	P47756
O43306	P48546
P11362	P52945
O60543	Q13485
P33681	Q6UXL0
P04085	Q8IU80
O15151	Q8IV16
Q5TC63	Q96HU1
Q16602	Q96P69
P55075	Q9NRA1
P49427	Q9UKV5
Q5TC63	Q9Y3P9
P10451	Q9UP38
O60347	Q6ZT07
P02765	Q6ZWJ1
Q9GZZ1	Q9H8E8
O43293	O60674
P14866	Q07955
Q13637	Q96Q42
Q96Q42	Q9NYS0
Q14500	Q8IWV2
Q8TAS1	Q9HC98
Q15759	Q16566
P35968	Q6IQ23
Q92729	Q9NQC7
P25391	Q9Y6N7
P01215	Q00604
Q13601	Q9UNW9
P00519	P11171
P15056	P16234
P11171	P16333
P04201	P25025
P29376	Q01974
P51677	Q15077
P36888	Q15303
P11171	Q8IZP0
Q15077	Q8NDV2
Q15077	Q969F8
O15020	Q9H4G0
O75604	Q8IYU4
P04233	Q99735
P07358	P48740
P01127	Q99075
P29279	P43403
Q13207	Q14118
Q02556	Q8TDF6
P07225	Q9NZM1
Q15465	Q9NP62
Q9NUU7	Q9NVP1
P31271	P36897
O14944	P02452
P26045	Q05655
Q86UW7	Q8IYI6
Q92794	Q9UIW0
P00747	Q9UNN5
O60543	Q16623
A5X5Y0	O95264
P01597	P31997
P10966	P43630
O43930	P49840
P36544	P78334
A5X5Y0	Q04844
O43699	Q71H61
P20138	Q71H61
P33681	Q71H61
Q01151	Q71H61
Q71H61	Q8N423
P36888	Q8WZ42
Q01973	Q8WZ42
P57059	Q9H093
P14543	Q9NYQ7
A5X5Y0	Q9UN88
P19438	Q15654
Q99962	Q9UL33
Q16637	Q9Y5K6
O75953	P31689
O95477	Q03519
P36888	Q13043
P43405	Q13164
P49761	Q13470
O60884	Q9UDY4
Q504T8	Q8IYU4
Q71RG4	Q8IYU4
Q15633	Q92879
P07996	P24043
P35346	P37288
P08173	P46094
P08173	P48039
P35462	P49682
P08173	P50052
P37288	P51679
P46095	P51679
P14416	P51685
P14416	P51686
P32745	Q13639
P07996	Q16363
P30411	Q16581
P14416	Q6U736
P35568	Q8WU20
Q08722	Q9NPF7
Q9NPF7	Q9NQ25
Q16581	Q9NSD7
Q99501	Q9UPN3
Q8WU20	Q9UQF2
P10826	Q03828
P13631	Q03828
Q5SQQ9	Q92731
P52657	Q71UI9
P51959	Q9NYL2
O95755	P52198
O15021	Q13424
P51813	Q7L591
Q13263	Q9NQ86
Q96HC4	Q9ULJ8
Q8IUD6	Q8NET5
Q09472	Q9P2D1
Q16602	Q9UBS5
P23497	Q9Y6Q9
P84090	Q9Y5B8
Q13310	Q8WXF0
O14641	O15344
P06241	P13611
Q92905	Q969T4
Q96J02	Q9BYX2
Q14162	Q9NZM1
P11362	Q9Y2U5
O00182	Q06187
Q02241	Q2KJY2
O95835	Q92630
Q16566	Q9Y6E0
P60880	Q14CM0
P37840	Q93086
P21728	Q96G30
Q12791	Q9H2X9
Q9UJC3	Q9UK23
P14210	Q8N8U9
Q8NDX1	Q96DA2
P07148	Q5SW96
O95239	P04350
P63146	Q9H8T0
P08134	Q9NYS0
P07288	Q8WZ42
P51692	Q13546
O75385	Q15375
Q8WVF5	Q8WZ19
P37235	P62166
P83731	Q9NPD3
Q8WXH6	Q9H0U4
P29074	Q96QB1
P22692	Q99075
P78504	Q9NYQ6
O43566	Q15040
Q15040	Q8WVY7
O94868	P61956
P46379	Q02779
P00519	Q14CS0
Q01082	Q14D04
Q14D04	Q15283
P46379	Q16584
P06870	Q6MZW2
P62837	Q6PIF6
Q13813	Q6ZMT1
Q13242	Q6ZRY4
P15498	Q71RG4
Q14247	Q7Z6J0
Q4VXU2	Q86U42
Q53GL0	Q86WV1
P20936	Q8N157
P08567	Q8N4B1
P46379	Q8N5V2
O43295	Q8N8L6
P46108	Q8TEJ3
P61956	Q8TEJ3
Q8N157	Q8TF42
Q06187	Q96CS7
Q8TED9	Q96CS7
Q86U42	Q96DU9
P61956	Q96MF2
Q14247	Q96MF2
P54753	Q96NU1
Q86XP1	Q96TA1
Q14247	Q99963
Q8TEJ3	Q99963
Q8TED9	Q9BRR9
P11940	Q9BTD8
Q8WXF1	Q9BTD8
P00519	Q9BVT8
Q5T124	Q9H347
Q13671	Q9H7X7
Q8N8L6	Q9NRY4
O60575	Q9UI38
Q96MF2	Q9UKS6
Q96NZ8	Q9UL52
Q96SU4	Q9ULM0
Q6PIF6	Q9Y2X8
Q53GL0	Q9Y5J5
Q9NQ75	Q9P2A4
O75386	Q96QB1
O14627	Q9UJU2
O43763	Q9UJU2
P14061	P21964
Q9NP86	Q9UHD9
P02649	P31271
O15020	Q13796
Q96QB1	Q9H2C1
Q9P035	Q9UJU6
P51153	Q8WXH6
P48730	Q13153
Q8N9B8	Q96D21
A6NDE4	P52597
P0C7P1	P52597
P36404	P52735
A6NDE4	Q15287
P0C7P1	Q15287
P0DJD3	P52597
P0DJD4	P52597
P0DJD3	Q15287
P0DJD4	Q15287
A6NDE4	Q15696
P0C7P1	Q15696
P0DJD3	Q15696
P0DJD4	Q15696
Q15415	Q15696
A6NIZ1	Q7Z628
P61224	Q7Z628
A6NDE4	Q8IYX4
Q13117	Q8IYX4
P0DJD3	Q8IYX4
P0DJD4	Q8IYX4
Q15415	Q8IYX4
A6NDE4	Q8N9W6
P0DJD3	Q8N9W6
P0DJD4	Q8N9W6
Q15415	Q8N9W6
A6NIZ1	Q8NDX1
P61224	Q8NDX1
A6NDE4	Q92904
P0DJD3	Q92904
P0DJD4	Q92904
Q15415	Q92904
A6NIZ1	Q92930
P53667	Q9H093
Q2M1Z3	Q9H0N0
P14866	Q9H6E5
P31942	Q9H6E5
P52597	Q9H6E5
Q15233	Q9H6E5
Q8WVV9	Q9H6E5
Q9BZB8	Q9H6E5
Q8IYX4	Q9NR90
P84095	Q9UBK7
Q9H093	Q9UL54
P29965	Q92692
Q13191	Q5T124
O75044	Q9H6S3
O00182	Q8TCE9
Q12923	Q9H987
Q8N8L6	Q9NX57
Q6UXG3	Q9NZC2
P52566	Q9UIA0
Q09470	Q96KE9
Q02779	Q9H329
O43307	O96028
P15813	Q96F15
P63146	Q13191
P15918	Q16763
P55042	Q3MIN7
P78317	Q969M7
O43390	Q9HAU5
Q06418	Q15375
Q04759	Q9BY11
Q16512	Q7L0Q8
O75385	P20339
Q8NFT8	Q9Y6N7
P02776	P07766
Q8N0W4	Q8N2Q7
P98171	Q99578
O95665	P25103
P08709	Q9HCK4
P01023	P13726
P17948	P25098
P07996	P13765
P06734	P15151
P19883	P31268
O60674	Q86UX7
P01137	Q92870
Q14011	Q9H074
P20138	Q14116
Q7Z699	Q8TER5
Q14116	Q9NYZ4
P10721	Q9Y2H9
P10586	P22105
P17948	Q8IWU2
Q14896	Q9P232
Q9UKT9	Q9UQR1
P25445	Q9Y2G2
Q12860	Q9Y6N7
A1X283	O15117
Q5VST9	Q9BY11
P61326	Q9NWB1
Q9H987	Q9UDY2
P32780	Q92750
O60229	O60543
O15169	P16885
P11233	P19174
O60469	P27986
P20794	P30279
P22607	P36896
P29460	P41159
P13611	P49757
P49840	P52564
P0C0E4	P98174
P52198	P98174
P15153	Q12834
O14543	Q13094
P98174	Q14964
P00749	Q16584
Q15052	Q3MIN7
Q13017	Q6T310
P14210	Q8IX03
Q13009	Q8N4X5
Q8IZ41	Q8NDX1
P57729	Q92930
Q6ZV73	Q96L33
Q92974	Q96P64
Q7Z628	Q9BPW5
Q86U06	Q9HAU5
Q8N4X5	Q9HB21
P20936	Q9NPB6
O75628	Q9NZM3
P54578	Q9UKN7
P19022	Q9UM47
O95125	Q9UQR1
O75116	Q9Y2J2
Q14344	Q9Y3P9
P53350	Q9Y4K4
P60763	Q9Y6D6
P42081	P78310
P13591	Q14517
Q15772	Q5ZPR3
O00194	Q8N4G2
Q96KC2	Q96P47
Q15772	Q9Y279
Q8IU80	Q9BY67
O00622	Q15063
P19474	Q9H0E7
P01112	Q9NVJ2
O00232	P61086
Q08050	Q6PCD5
Q8NER5	Q99435
P02745	Q9BZZ2
P15018	P17181
O60469	P19022
P08172	P0DMS8
P08172	P0DMS9
P11215	P40189
O60229	Q12802
P10911	Q3KR16
Q8IW93	Q92888
Q86YR7	Q9NZN5
O75962	Q9ULL1
P47902	Q14814
P49810	Q9UKS6
P01019	Q15811
Q16821	Q9UQK1
Q13043	Q8N752
Q6ZWB6	Q8TAE7
O00238	Q9H2X0
Q2M2I8	Q8N165
P50570	Q9NZR2
P61956	Q9UHD9
Q14CS0	Q9UHD9
Q96PU4	Q9UHD9
P20936	P84022
P0DP23	Q15413
P0DP24	Q15413
P0DP25	Q15413
Q86VH2	Q9ULI4
O94813	P82279
O60902	Q9GZZ0
Q05925	Q9GZZ0
P82279	Q9Y4C0
Q96AX2	Q9Y689
O75832	Q8IUH4
P19022	P43146
O14944	P12755
P13501	Q9H295
O43294	P36897
P25942	P49916
O14944	Q7Z5L0
P22607	Q13554
Q02763	Q13555
P51955	Q13557
Q13557	Q14680
O15530	Q9BUB5
Q13557	Q9UM73
P36888	Q9UQM7
Q02763	Q9UQM7
Q13636	Q9Y6D6
Q9ULC3	Q9Y6D6
Q9Y272	Q9Y6D6
Q16816	Q9Y6E0
P24394	Q08722
P42701	Q8NI17
P05997	P12544
P42679	Q5T2T1
P49418	Q5T2T1
P41273	Q01151
P20273	Q14CZ8
Q7Z3B1	Q92729
P42081	Q9BZZ2
Q02750	Q9H2G2
Q9HCU4	Q9P2S2
Q9BTN0	Q9UMF0
P01889	Q9Y279
O96013	Q3SXY8
P10646	Q86WS5
P11488	Q9H3E2
Q9H082	Q9NQU5
P42768	P61026
P31271	Q00444
P16471	Q92673
Q92833	Q9P2D1
P06239	P34925
Q15746	Q15772
P12110	Q2UY09
Q15772	Q5VST9
P31271	Q8NFW5
Q86TB3	Q96L96
P27986	Q9P2A4
Q13203	Q9Y6N7
P02747	P98066
P53367	Q16543
P46940	Q92963
O15357	Q9UBX0
P40616	Q9UKW4
Q92737	Q9Y4F1
O95661	P61106
O00212	Q14964
P98171	Q14964
P61106	Q15669
P61106	Q5HYI8
Q13637	Q9H0U4
P61106	Q9HBH0
O00212	Q9NX57
P61018	Q9NX57
P25103	P32238
P20916	P51805
Q9HCM4	Q9UBC0
P02751	Q9UBG0
P12644	Q8TAU0
P07949	Q9NZR4
P52597	Q12849
Q15617	Q9GZK4
Q8N349	Q9GZK7
Q6ZMT1	Q9BXT4
O43293	O43318
O43293	P07949
O43293	P23458
O43293	Q13705
P00742	P03973
Q15370	Q6TFL4
O75563	Q8N556
O14933	P51965
O14933	Q96LR5
P49711	Q03164
P08047	Q8WU20
O75553	P14653
P28223	P35462
O15042	O60506
O15146	P42680
P54756	Q8IWU2
Q14289	Q8IWU2
P06213	Q8WTQ7
P45985	Q9H4B4
P11831	P61158
P40933	Q7Z6A9
P31785	P31994
Q14839	Q16512
P28827	Q9UMF0
P10721	P30086
O43291	P20160
P08567	P50570
O14559	P62330
O15042	Q16560
P06239	Q5TCX8
P55795	Q86U06
O14559	Q9NP90
P49450	Q13190
O00220	Q15011
O60469	Q8IUQ4
Q96PD4	Q9BQB4
O95716	Q9UQC2
O60229	Q07912
P13591	Q13349
Q13094	Q15375
Q70Z35	Q8WZ64
Q86YS6	Q96KC2
P43699	Q99697
Q16653	Q9P1W8
Q9UKW4	Q9Y6R0
Q96EE3	Q9BPX5
O95072	Q01094
P31260	Q9UBX0
Q13422	Q92529
Q9H6T0	Q9UKA9
Q13009	Q9ULH1
Q07889	Q9NZL6
O75147	P06731
A6NDA9	P14543
P06731	P31995
P26715	Q07108
P26717	Q07108
P14543	Q00889
O14931	Q496F6
O75054	Q496F6
P01732	Q496F6
P40200	Q496F6
O75054	Q5SQ64
P01732	Q5SQ64
P01597	Q5SQ64
P10966	Q5SQ64
P14543	Q5SQ64
P40200	Q5SQ64
P0DPA2	P14543
P0DPA3	P14543
Q2TV78	Q6MZW2
Q496F6	Q6UXE8
Q496F6	Q6ZMC9
Q5SQ64	Q71H61
Q5SQ64	Q7KYR7
Q496F6	Q86YW5
Q00889	Q8N126
Q2WEN9	Q8N126
Q2TV78	Q8N475
A4D1Z8	Q8TCE9
P0DPA2	Q8TD46
P0DPA3	Q8TD46
Q5SQ64	Q9BRK3
Q68DX3	Q9C0E4
Q5SQ64	Q9H7M9
Q5SQ64	Q9NZC2
P0DPA2	Q9UIB8
P0DPA3	Q9UIB8
Q496F6	Q9UIR0
Q496F6	Q9UM44
Q8N126	Q9UQ74
P23468	Q6B8I1
Q6B8I1	Q92729
Q92729	Q9UII6
Q8WUK0	Q9UNH5
O15211	P15498
O00292	P19883
O75197	P46109
P55290	Q08722
P36897	Q14767
P31751	Q15052
P07947	Q6ZWJ1
O00213	Q96PD2
Q8TAU0	Q9NQ38
O75074	Q9NZR2
O75962	P53778
P08603	P08887
Q8TAS1	Q9NRM7
P08134	Q9NP90
O43293	P49761
O43293	Q13523
O43293	Q9H1R3
Q13555	Q9Y243
P10721	Q02750
P78368	Q9UM73
O75610	P12645
P19474	Q6VVB1
A6NDS4	Q8TEA7
P0C7X1	Q8TEA7
P30530	P98160
P54253	Q9NRL2
O60902	P23759
P20265	P31314
A2RU54	P35453
P0C0E4	P55040
P26367	P56178
P84085	Q8N4Z0
Q05925	Q8N693
P12644	Q8NER5
P54821	Q8NFW5
Q04743	Q8NFW5
P31268	Q8TE12
P55040	Q8WXH6
P20719	Q96QS3
P51157	Q99490
Q8N4Z0	Q9BPW5
P23759	Q9BZE3
P23246	Q9H6T0
P16885	Q9NQT8
O60229	Q9NRF2
Q8N1N0	Q9UBG0
O14627	Q9UKY1
P39880	Q9UKY1
Q8NFW5	Q9UPW6
O14627	Q9Y6X8
P18089	P30556
O60755	P35462
P04278	P55283
P59536	P59539
P35462	Q16602
P25103	Q92847
Q8NI17	Q9BQ51
O60241	P48167
O43896	Q02224
O15066	Q99661
O43896	Q99661
O75037	Q99661
P12643	Q9Y4K3
O60462	O95813
P30518	P35462
P11474	P46531
P50219	Q4KMG0
P33681	Q9NQ38
P31268	P46531
P14859	Q14549
O43524	Q6PJQ5
Q12778	Q6PJQ5
O60880	P02790
P57053	Q07889
Q07889	Q5QNW6
Q07889	Q8N257
Q07889	Q99880
P04233	Q15464
Q13490	Q92908
Q96BH1	Q96EP0
P12830	Q9NYQ6
Q12913	Q9UHF1
P39060	Q03014
P08567	P20701
P21860	P29122
O43294	Q12947
P00533	Q13309
P41159	Q13422
O94812	Q16623
P22792	Q9NQ94
Q03014	Q9NY15
P06213	P22612
Q16671	Q92772
O95376	Q96PM5
Q76LX8	Q8TE60
Q8TE60	Q9H324
P11488	Q7RTX1
P59190	Q13387
Q13283	Q15233
Q8N4Z0	Q92737
Q96MF2	Q99469
P0C0E4	P51153
O15350	Q96PD2
P12829	Q01449
O15344	P43405
P41743	P56945
P20929	Q04759
P24385	Q86Z02
P08631	Q9HCM4
P06493	Q15131
O75015	P09564
P08922	Q14896
P20138	Q14896
P24821	Q5ZPR3
P14778	Q8NET5
Q8NET5	Q9HBG7
Q7Z3B1	Q9HCK4
O15259	Q8TEC5
Q8N5V2	Q9NSI8
O43524	P40763
P05019	P10275
Q9HBE4	Q9NQ25
P01112	P06493
O95696	Q12830
Q86U42	Q9UHX1
P06241	P52701
Q8TAS1	Q9BRP8
Q03014	Q9NQ38
P37173	Q9P2D1
P07237	Q8N427
O75144	P43403
O43581	P48546
P45983	Q8IWQ3
P42229	Q96FZ5
Q15208	Q15831
Q15835	Q9P0L2
Q86UX6	Q9P0L2
O94813	P29274
P29274	Q14774
O95999	Q9Y275
P32745	P41145
P35348	P47775
O14842	P51679
P20701	Q9NZQ7
P33032	Q9UBY5
P51685	Q9UBY5
P06340	Q8IUD6
Q96S82	Q9Y2X8
O95153	P42684
O75886	Q8N5V2
Q5VST9	Q8TE68
P98171	Q96RF0
A1X283	Q9P0V3
P01579	Q14184
P20908	P37173
O00213	Q9Y4C0
P06734	P13727
P19419	Q02962
P32519	Q02962
P05230	Q5VST9
P11309	Q9NRH2
P11488	P63244
P08754	Q96FK6
P63096	Q96FK6
O14757	P30281
P30279	P49840
P14616	Q12852
P05156	Q5KU26
P35968	P52333
Q05516	Q9BST9
P08134	P18085
P61018	P62873
P06729	Q01974
O94887	Q12829
P05455	Q16629
O94887	Q8IXI1
P49795	Q9NYR9
Q15369	Q9UKC9
O60315	O60663
Q06124	Q15256
O60229	Q15813
P28562	Q5VZP5
Q53G59	Q86T24
P55347	Q9UBC0
A4FU49	Q16584
Q8WZA2	Q9UNT1
O15357	P14921
P40933	P49771
P50613	P51955
P36894	P54753
P51812	Q92882
Q96D21	Q9UJF2
P01589	P07996
O95147	P28562
P22897	Q92673
O14640	P10586
O43353	P32519
P16410	P37173
P15056	Q9UHD8
O00213	Q9Y6K1
P43626	Q6ISS4
P40225	Q9H7M9
P04626	Q5JZY3
P36507	Q9UKE5
P07947	Q9Y5Q5
O14791	P01574
O15066	Q9H4B7
O60266	P63096
O60543	P78549
P02585	Q9UMX0
P29558	Q01081
P29322	Q9H422
O14733	Q9UIK4
P22612	Q92527
A6NKK0	O76100
P30954	Q8WZ94
P61225	Q9Y272
Q9GZK4	Q9Y4A9
O00213	O43566
O14936	P29323
P30279	P36507
O60307	P41743
P04233	P49662
P26045	P80192
O95819	Q16584
O00159	Q6NUK1
Q12851	Q8TDC3
P0C2W1	Q9UKC9
P41743	Q9Y2H9
O60307	Q9Y5S2
P27708	Q12882
O14763	P04080
P17081	P63092
O94921	Q13554
Q13501	Q9UNN5
Q9P212	Q9UJU6
O43150	Q07954
P17947	Q5ZPR3
P35555	Q6WRI0
O43763	Q9UPN3
Q96MS0	Q9BZ76
P12644	Q9H2X0
Q15465	Q9NYQ6
Q9HCU4	Q9P202
P00749	Q9Y4K3
P17948	Q00887
O60487	Q8N126
P13688	Q9NYQ6
P13688	Q9Y5H9
O15178	Q9Y6N7
Q9Y5H9	Q9Y6N7
P35568	Q6WCQ1
P43627	Q8N6C5
P43632	Q8N6C5
P00451	Q96BF3
P35568	Q96TA1
P05362	Q9H7M9
P54578	P68543
P54578	Q9HAC8
P08581	Q2TV78
P08581	Q7RTY7
P26045	Q14160
P00736	P0C0L5
O15273	Q15599
Q08170	Q92945
O76039	Q96RR4
Q9BSE4	Q9P2K8
O14497	P23527
P51671	Q9NYB9
P49640	Q99684
P16333	P52701
Q96T37	Q9NXV2
O60315	P40424
Q16828	Q9UII6
O14827	Q9H628
O15522	P28358
P31249	P35548
O75116	P60763
P15153	P84077
P55040	Q15286
Q07687	Q6NT76
Q15699	Q6NT76
P35548	Q8N693
O14931	Q96PD4
P78411	Q99811
O14594	Q9H2X3
Q92879	Q9UHX1
Q9UKI9	Q9UPW6
Q9H2C1	Q9Y2V3
Q13637	Q9Y689
P01011	P05546
P08069	P34947
O75843	P53680
Q13164	Q96RU8
Q8WXF7	Q9H0F7
P29622	Q8IW75
P59901	Q8NHJ6
Q8IUL8	Q8TD46
Q5ZPR3	Q8TDQ0
Q8IUL8	Q9HBG7
O14543	P22413
P04233	Q03135
Q15459	Q8WXF0
P16234	Q9Y576
Q12979	Q969Q4
O00194	P20936
P00734	P04141
P00533	Q13164
P42771	Q13470
P17252	Q86SS6
O75962	P31152
O95972	P39905
P31152	P50750
O15021	P53779
P53779	Q00532
P53779	Q13237
Q13557	Q14012
P31152	Q8NE63
Q8IZL9	Q96NX5
Q00536	Q96QS6
P19838	Q99062
P31152	Q9BYT3
O94921	Q9NYV4
Q8NE63	Q9NYV4
O94806	Q9UHY1
P49759	Q9UQ88
P50613	P62837
P16591	Q14451
O00602	Q9BY76
Q96QZ7	Q9NR12
P21941	Q9UMF0
P13500	P55268
P00746	Q86WV1
O00506	Q13976
O95835	Q7Z2Y5
Q16566	Q7Z2Y5
Q13554	Q8IY84
P06493	Q8NE63
O43781	Q8NG66
P55060	Q8WUD1
O14733	Q9C098
Q9P0L2	Q9P289
Q16659	Q9UL54
Q96S38	Q9UL54
O14939	P08246
P08476	Q9H6Q3
Q9H6Y7	Q9UMS4
O15169	O60543
O75311	P11230
O95972	P19883
P29317	P36888
P10721	P54753
P36888	P54753
O60674	P54756
P35916	P54756
P29322	Q08345
O95057	Q15811
P52565	Q5JWF2
O95661	Q6ZV73
O00762	Q7Z6E9
Q2M1Z3	Q8IXI1
O15357	Q969H4
Q2M1Z3	Q96HU8
Q9H0F7	Q9NZM3
Q8WYP3	Q9UKW4
Q8WVN8	Q9UMX0
Q92973	Q9UL25
Q14CS0	Q96FJ0
P01906	P17693
P10321	P25311
P01889	P25311
P04439	P25311
P01906	P10321
P10321	P79483
P79483	Q30201
Q9UIB8	Q9UN75
Q9UIB8	Q9Y5G2
Q9UIB8	Q9Y5G7
P02461	P06681
O14641	Q14119
Q96J87	Q9NS39
Q8N9B8	Q9NYS0
P16333	P48061
P02461	P22105
P29084	Q15370
Q6ZV73	Q8IXI2
O60260	P14138
P04201	Q9UBY5
P19525	Q13153
P19875	Q06141
Q14289	Q15717
Q8ND76	Q8TDC3
P20265	Q99543
Q99439	Q9NVD7
P12757	P55107
O95057	Q07890
Q07890	Q9ULC3
O60939	Q9UMF0
O43365	P40426
O60315	Q15475
Q15058	Q2TAC6
Q70J99	Q8NB66
O15511	Q12959
P11511	P15538
Q06124	Q9UBS5
O15111	P08069
O75385	P54753
P01589	P06729
P51513	Q96AE4
O00213	Q14493
O95727	Q9Y2G2
O43187	P05231
P53350	P62942
P52198	P55040
P55040	Q8IXI2
P06396	Q8TDY3
Q13637	Q99490
P55040	Q9NP72
Q53RE8	Q96T49
A6NCL7	Q9ULH0
Q5TH69	Q8N4G2
Q5T7B8	Q9UIL4
P18433	P54829
P34130	Q01974
P18433	Q15256
P35236	Q16827
Q5JR12	Q8N3J5
Q9H0E9	Q9P0U4
O43365	Q9UBX0
O76081	Q9Y5W8
O95835	P43405
O94887	Q02246
P15692	Q7Z3E1
O75385	P06241
O60663	P35548
P23760	P49640
O15499	Q15319
O60422	Q15319
Q14774	Q15319
P31271	Q15911
P31249	Q6NT76
Q15319	Q92826
P31271	Q99453
O43763	Q9BZE3
Q9BYV2	Q9C035
Q08043	Q9NVD7
P49640	Q9NZR4
Q15434	Q9UHX1
Q96PK6	Q9UPN6
O60422	Q9UPW6
O00499	Q9UQF2
P62837	Q9Y385
P01597	P01602
P01601	P01717
P01597	P01700
P01601	P01700
P01601	P01701
P01602	P01701
P01597	P80748
P01601	P80748
P49862	Q8NHM4
P58400	Q9ULB1
O00213	O75923
P02751	Q8IUI8
P12111	Q8TDQ1
O15394	Q92561
Q8N9C0	Q92561
Q13449	Q96N03
Q8TD55	Q96P48
Q8IUI8	Q99650
P01112	Q9H0R8
Q9H254	Q9UHD9
Q14155	Q9Y2W6
P08069	P32298
P36405	P57735
P20338	P84085
O15392	Q13075
P46734	Q13131
Q04912	Q13873
P12111	Q14896
Q13017	Q8TAI7
P43119	Q969F8
Q8N4G2	Q96E17
O14966	Q96KC2
P57729	Q96KC2
P36405	Q9NVJ2
Q96E17	Q9NVJ2
P36406	Q9NX57
Q8IYX4	Q9NZI8
P36405	Q9UL25
Q13131	Q9UL54
P51956	Q9UQB9
Q8IZL9	Q9UQB9
P19827	Q9Y279
P20701	Q9Y5G4
Q13467	Q9H3D4
P61586	Q9NYA1
O60543	P16333
O43293	Q8N4C8
O43293	Q8NEV4
O00506	Q9UIK4
O75914	Q9UIK4
P05129	Q9UIK4
P35626	Q9UIK4
P48730	Q9UIK4
Q7RTN6	Q9UIK4
Q9H2G2	Q9UIK4
Q93062	Q9UKM9
P08908	P32238
P13945	P41145
P15151	Q9HBG7
O75503	P09382
P15056	P24941
Q12797	Q6NYC1
P13232	P29320
P04626	P51671
O60449	Q13241
P61204	Q9NQU5
Q8WWN9	Q9UNA1
P49815	Q2MJR0
O94769	Q2TAL6
O14786	P01040
P01040	P21333
O95271	P22681
P28562	P29350
P08567	P51159
O60942	P51452
P28562	Q05209
P63165	Q8TAI7
P84095	Q8TCU6
P35236	Q8WYL5
Q92932	Q99956
Q9BV47	Q9H3S7
P16333	Q9H9G7
Q02750	Q13418
P11831	Q9Y6N7
P05112	P13501
P61266	Q99747
P05093	P11712
P05093	P33261
P35590	P36897
P42574	P52945
O60260	Q86YT6
Q96L42	Q9HBZ2
Q16512	Q9NRG0
P19474	Q9Y2X8
P47224	P57729
P53365	Q92737
P13631	P14651
P42226	P43403
P21917	P47901
P06493	P51668
O94856	P51805
P23759	P54762
P43699	P54762
P01133	Q02643
P03372	Q8NHV9
Q6ZSZ5	Q92974
P07996	Q9Y5Q5
P08603	Q9Y5Q5
P42772	Q13873
O15259	O60330
O75147	P11487
Q13404	Q15843
P17481	Q5SQQ9
P31273	Q5SQQ9
P49335	Q5SQQ9
P11487	Q8WZ42
P21781	Q8WZ42
Q16512	Q92928
P19474	Q9Y5T5
O43182	P11233
P31151	Q13017
O60229	Q16539
O43639	Q96JZ2
Q99457	Q9NYB9
O15105	P49407
P12755	Q16445
Q05513	Q8TDF5
P52429	Q5TCX8
Q93045	Q9HB21
P20794	P27448
P00519	P53671
Q6ZWJ1	Q92667
O15066	Q9NS87
P06213	Q5SQS7
Q16581	Q7Z7N9
Q13322	Q86WN1
O95460	Q92478
Q8IX05	Q9UBG0
P29965	Q9UIR0
Q16552	Q9UIR0
Q9Y5U2	Q9Y679
O95007	P34982
P18085	P40617
P34982	P47888
O95007	P47890
P34982	Q8NH16
O76100	Q8WZ92
Q6IFN5	Q8WZ92
O76099	Q9H207
O76099	Q9P1Q5
Q6IFN5	Q9Y3N9
Q9H339	Q9Y5P0
P31749	P62745
P51617	Q92949
Q86TI0	Q8TC07
P00748	Q9Y279
P36897	Q9UHR4
Q15223	Q9Y5F0
Q16270	Q5SW96
O43711	P36894
P43694	P62745
P17301	Q04771
P78310	Q04771
Q13796	Q14511
O14836	Q495A1
P36888	Q495A1
P22301	Q8NI17
P10747	Q99445
P20340	Q9BZ95
Q13873	Q9Y5Q5
O15344	Q9Y6A5
P07358	P15529
O43711	P30542
O75084	P35222
P04626	P46531
O75093	P52954
O14836	Q8NET5
Q16620	Q8WXD0
Q15223	Q9BRQ0
P06213	Q9NPG4
P08138	Q9NRA1
O14931	Q9NYK1
P10966	Q9NYK1
P19827	Q9Y5Y7
O95835	Q9Y6R4
Q86VP6	Q9NYG5
P54727	Q969T4
Q13424	Q9Y3R0
O14788	P02671
O15164	P31268
P14921	P49662
O15400	P61981
Q12933	Q13164
P54760	Q13207
Q13207	Q8WZ75
P55957	Q9BXK5
P78504	Q9NZP8
O60313	Q9UBP9
P51843	Q9UIW0
P11234	Q9Y3E7
Q9NVJ2	Q9Y3E7
P46934	Q9Y6I4
A8MW92	Q9BY11
Q15475	Q9H3D4
P19883	P55290
A1X283	P04233
P78423	Q13009
O43763	Q68G74
Q7Z699	Q96Q42
P01111	P20337
P02747	Q08334
P04233	P19320
O14788	P33681
O76050	P55290
Q13009	Q93038
P14222	Q9Y6Y9
Q14258	Q6ZWJ1
P01601	Q9NZP8
O43930	Q9P1W9
O43295	O94888
O94888	P00519
P09012	P42696
O60575	Q9NRS4
P22059	Q9Y2H5
Q9BVT8	Q9Y371
P11441	Q14CS0
